# Units are Msun
# M_init	zn60	zn61	zn62	zn63	zn64	zn65	zn66	zn67	zn68	zn69	zn70	zn71	
8	0	0	0	0	0	0	0	0	0	0	0	0	
13	2.0619e-20	1.3053e-22	5.9332e-04	1.3662e-09	8.1735e-06	5.9463e-07	2.5619e-06	9.8558e-09	3.8942e-08	1.0106e-12	1.3389e-09	5.6301e-22	
15	1.1648e-20	2.1568e-21	6.2568e-04	1.1479e-09	7.1234e-06	6.1654e-07	2.7922e-06	1.1525e-08	4.6119e-08	1.6907e-12	1.4830e-09	4.1894e-21	
20	6.6455e-20	6.6058e-21	5.9971e-04	1.2806e-09	8.3025e-06	5.2516e-07	2.5418e-06	1.9377e-08	7.1522e-08	1.6059e-12	1.8938e-09	4.2499e-19	
25	9.3084e-20	4.8500e-21	5.0869e-04	2.0665e-09	1.3180e-05	5.5371e-07	2.0752e-06	3.8056e-08	1.1620e-07	7.8378e-12	2.3032e-09	3.8947e-19	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.1487e-09	0.0000e+00	6.7961e-10	1.0138e-10	4.7057e-10	0.0000e+00	1.6018e-11	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.0997e-09	0.0000e+00	1.2423e-09	1.8532e-10	8.6017e-10	0.0000e+00	2.9280e-11	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.1811e-09	0.0000e+00	1.8821e-09	2.8077e-10	1.3032e-09	0.0000e+00	4.4359e-11	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.1664e-08	0.0000e+00	6.9007e-09	1.0294e-09	4.7781e-09	0.0000e+00	1.6264e-10	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.4299e-07	0.0000e+00	8.4598e-08	1.2620e-08	5.8576e-08	0.0000e+00	1.9939e-09	0.0000e+00	
