# Units are Msun
# M_init	ge64	ge65	ge66	ge67	ge68	ge69	ge70	ge71	ge72	ge73	ge74	ge75	ge76	ge77	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	7.1169e-29	2.5312e-38	1.2537e-06	1.0765e-13	1.7323e-08	5.8783e-10	7.9425e-09	1.1977e-10	7.4660e-09	2.0643e-09	9.8789e-09	6.1012e-13	2.0807e-09	3.5993e-12	
15	4.4648e-29	8.9730e-34	1.3615e-06	6.5704e-15	7.7492e-09	4.8916e-11	8.8831e-09	1.2911e-10	8.9050e-09	2.4304e-09	1.1667e-08	9.9381e-13	2.3793e-09	2.5133e-12	
20	5.5971e-28	6.2310e-36	1.2144e-06	1.4432e-14	1.1281e-08	1.4959e-10	1.4474e-08	4.0225e-10	1.3049e-08	3.7779e-09	1.7006e-08	1.4962e-12	3.0939e-09	1.0275e-13	
25	1.0995e-27	1.0527e-36	9.2453e-07	4.1362e-14	4.2721e-08	6.4892e-10	2.8426e-08	1.1027e-09	1.8910e-08	5.7523e-09	2.4168e-08	4.9698e-12	3.7334e-09	2.8890e-13	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.6238e-11	0.0000e+00	9.0033e-11	2.5622e-11	1.2190e-10	0.0000e+00	2.6261e-11	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2108e-10	0.0000e+00	1.6458e-10	4.6835e-11	2.2283e-10	0.0000e+00	4.8003e-11	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.8344e-10	0.0000e+00	2.4934e-10	7.0955e-11	3.3759e-10	0.0000e+00	7.2726e-11	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.7257e-10	0.0000e+00	9.1420e-10	2.6016e-10	1.2378e-09	0.0000e+00	2.6665e-10	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.2453e-09	0.0000e+00	1.1207e-08	3.1895e-09	1.5174e-08	0.0000e+00	3.2689e-09	0.0000e+00	
