# MODE: ifr
# TIME DIFFERENCE: 1.000000e-03 Gyr
# SMOOTHING TIME: 0.000000e+00 Gyr
# SCHMIDT-LAW SFE: False
# IMF INTEGRATED o CCSN YIELD: 1.500000e-02
# o SNE IA YIELD: 0.000000e+00
# IMF INTEGRATED fe CCSN YIELD: 1.200000e-03
# fe SNE IA YIELD: 1.700000e-03
# IMF INTEGRATED sr CCSN YIELD: 4.430000e-08
# sr SNE IA YIELD: 0.000000e+00
# IMF INTEGRATED c CCSN YIELD: 1.110000e-02
# c SNE IA YIELD: 0.000000e+00
# SNE IA DTD MODEL: plaw
# SNE IA MINIMUM DELAY TIME: 1.500000e-01 Gyr
# COLUMN NUMBERS: 
#	0: Time (Gyr)
#	1: Mgas (Msun)			Gas mass
#	2: Mstar (Msun)			Stellar mass
#	3: SFR (Msun/yr)		Star formation rate
#	4: IFR (Msun/yr)		Infall rate
#	5: OFR (Msun/yr)		Outflow rate
#	6: Mass(o) (Msun)
#	7: Mass(fe) (Msun)
#	8: Mass(sr) (Msun)
#	9: Mass(c) (Msun)
#	10: Z(o)
#	11: Z(fe)
#	12: Z(sr)
#	13: Z(c)
#	14: [o/H]
#	15: [fe/H]
#	16: [sr/H]
#	17: [c/H]
#	18: [fe/o]
#	19: [sr/o]
#	20: [sr/fe]
#	21: [c/o]
#	22: [c/fe]
#	23: [c/sr]
#	24: Eta_0
#	25: R
#	26: Zeta
0.000000e+00	6.000000e+09	0.000000e+00	3.000000e+00	9.100000e+00	7.500000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	-inf	-inf	-inf	-inf	nan	nan	nan	nan	nan	nan	2.500000e+00	0.000000e+00	2.500000e+00
1.000000e-02	5.987510e+09	2.432985e+07	2.993755e+00	9.100000e+00	7.484388e+00	4.454576e+05	3.563661e+04	1.315586e+00	3.296391e+05	7.439781e-05	5.951825e-06	2.197216e-10	5.505445e-05	-1.876628e+00	-2.304531e+00	-2.308823e+00	-1.639419e+00	-4.279032e-01	-4.321953e-01	-4.292040e-03	2.372091e-01	6.651123e-01	6.694043e-01	2.500000e+00	2.373363e-01	2.500000e+00
2.000000e-02	5.976422e+09	4.677518e+07	2.988211e+00	9.100000e+00	7.470527e+00	8.828248e+05	7.062599e+04	2.607516e+00	6.534390e+05	1.477180e-04	1.181744e-05	4.363006e-10	1.093362e-04	-1.578755e+00	-2.006658e+00	-2.010910e+00	-1.341447e+00	-4.279032e-01	-4.321555e-01	-4.252232e-03	2.373073e-01	6.652105e-01	6.694628e-01	2.500000e+00	2.614153e-01	2.500000e+00
3.000000e-02	5.966056e+09	6.861329e+07	2.983028e+00	9.100000e+00	7.457569e+00	1.312365e+06	1.049892e+05	3.877361e+00	9.719695e+05	2.199720e-04	1.759776e-05	6.499037e-10	1.629166e-04	-1.405821e+00	-1.833724e+00	-1.837847e+00	-1.168246e+00	-4.279032e-01	-4.320263e-01	-4.123102e-03	2.375748e-01	6.654780e-01	6.696011e-01	2.500000e+00	2.760187e-01	2.500000e+00
4.000000e-02	5.956224e+09	9.003974e+07	2.978112e+00	9.100000e+00	7.445280e+00	1.734284e+06	1.387427e+05	5.126499e+00	1.285645e+06	2.911717e-04	2.329373e-05	8.606962e-10	2.158490e-04	-1.284039e+00	-1.711942e+00	-1.715846e+00	-1.046061e+00	-4.279032e-01	-4.318072e-01	-3.903948e-03	2.379777e-01	6.658809e-01	6.697849e-01	2.500000e+00	2.866103e-01	2.500000e+00
5.000000e-02	5.946831e+09	1.111494e+08	2.973415e+00	9.100000e+00	7.433539e+00	2.148762e+06	1.719010e+05	6.355322e+00	1.594463e+06	3.613289e-04	2.890631e-05	1.068691e-09	2.681198e-04	-1.190285e+00	-1.618189e+00	-1.621844e+00	-9.518823e-01	-4.279032e-01	-4.315587e-01	-3.655483e-03	2.384030e-01	6.663062e-01	6.699617e-01	2.500000e+00	2.949563e-01	2.500000e+00
6.000000e-02	5.937817e+09	1.319992e+08	2.968908e+00	9.100000e+00	7.422271e+00	2.555968e+06	2.044774e+05	7.563969e+00	1.898335e+06	4.304558e-04	3.443647e-05	1.273864e-09	3.197026e-04	-1.114259e+00	-1.542163e+00	-1.545573e+00	-8.754651e-01	-4.279032e-01	-4.313136e-01	-3.410365e-03	2.387943e-01	6.666975e-01	6.701079e-01	2.500000e+00	3.018591e-01	2.500000e+00
7.000000e-02	5.929139e+09	1.526275e+08	2.964569e+00	9.100000e+00	7.411423e+00	2.956058e+06	2.364846e+05	8.752675e+00	2.197229e+06	4.985645e-04	3.988516e-05	1.476213e-09	3.705814e-04	-1.050467e+00	-1.478370e+00	-1.481547e+00	-8.113276e-01	-4.279032e-01	-4.310801e-01	-3.176905e-03	2.391391e-01	6.670423e-01	6.702192e-01	2.500000e+00	3.077535e-01	2.500000e+00
8.000000e-02	5.920766e+09	1.730621e+08	2.960383e+00	9.100000e+00	7.400958e+00	3.349183e+06	2.679346e+05	9.921496e+00	2.491129e+06	5.656671e-04	4.525337e-05	1.675711e-09	4.207443e-04	-9.956271e-01	-1.423530e+00	-1.426497e+00	-7.561930e-01	-4.279032e-01	-4.308696e-01	-2.966407e-03	2.394341e-01	6.673373e-01	6.703037e-01	2.500000e+00	3.129017e-01	2.500000e+00
9.000000e-02	5.912675e+09	1.933241e+08	2.956337e+00	9.100000e+00	7.390843e+00	3.735485e+06	2.988388e+05	1.107063e+01	2.780067e+06	6.317759e-04	5.054207e-05	1.872356e-09	4.701877e-04	-9.476250e-01	-1.375528e+00	-1.378308e+00	-7.079400e-01	-4.279032e-01	-4.306826e-01	-2.779388e-03	2.396850e-01	6.675882e-01	6.703676e-01	2.500000e+00	3.174749e-01	2.500000e+00
