# Units are Msun
# M_init	Ge64	Ge65	Ge66	Ge67	Ge68	Ge69	Ge70	Ge71	Ge72	Ge73	Ge74	Ge75	Ge76	Ge77	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	9.5e-33	4.7e-33	9.1e-07	1.8e-15	5.5e-09	7.9e-10	1.3e-06	5.3e-08	1.3e-06	2.9e-07	1.4e-06	4.0e-10	2.9e-07	1.3e-08	
15	8.1e-35	7.2e-37	6.5e-07	1.2e-15	7.2e-09	1.8e-09	2.2e-06	1.0e-07	2.0e-06	3.9e-07	2.0e-06	5.2e-10	3.9e-07	6.1e-08	
20	0.0e+00	0.0e+00	5.5e-07	1.8e-15	1.3e-08	3.5e-09	5.7e-06	8.5e-07	4.8e-06	1.6e-06	4.9e-06	1.0e-09	5.1e-07	1.1e-09	
25	6.9e-33	1.7e-33	1.8e-07	5.4e-16	2.4e-08	7.6e-09	1.4e-05	1.2e-06	1.2e-05	2.7e-06	1.1e-05	4.6e-09	1.7e-06	7.6e-09	
30	1.3e-36	1.2e-38	4.3e-07	1.8e-15	1.8e-08	5.7e-09	3.0e-05	6.1e-06	3.2e-05	1.2e-05	3.5e-05	1.7e-08	2.6e-06	8.5e-09	
40	4.4e-43	0.0e+00	5.8e-07	2.0e-15	2.3e-08	7.1e-09	4.1e-05	7.7e-06	3.7e-05	1.4e-05	3.7e-05	8.8e-09	1.8e-06	6.6e-09	
60	1.2e-32	2.9e-34	5.8e-14	5.3e-18	4.5e-08	1.3e-08	3.3e-05	5.8e-06	3.1e-05	9.5e-06	2.9e-05	1.5e-08	2.5e-06	2.3e-08	
80	1.8e-32	3.4e-34	6.1e-14	6.4e-18	6.0e-08	1.8e-08	3.6e-05	5.1e-06	3.3e-05	9.4e-06	3.2e-05	1.7e-08	3.5e-06	3.5e-08	
120	4.3e-32	4.5e-34	5.9e-14	4.3e-18	5.3e-08	1.6e-08	3.5e-05	5.3e-06	3.4e-05	9.9e-06	3.3e-05	1.2e-08	3.2e-06	1.6e-08	
