# Units are Msun
# M_init	V45	V46	V47	V48	V49	V50	V51	V52	
8	0	0	0	0	0	0	0	0	
13	0.0e+00	0.0e+00	6.6e-11	6.4e-08	7.3e-06	1.0e-07	3.6e-06	3.8e-15	
15	0.0e+00	0.0e+00	5.8e-11	9.7e-08	9.4e-06	1.6e-07	4.3e-06	1.6e-15	
20	0.0e+00	0.0e+00	9.3e-11	3.0e-07	1.1e-05	1.9e-07	5.5e-06	4.0e-18	
25	0.0e+00	0.0e+00	8.3e-11	2.2e-07	1.7e-05	6.6e-07	7.9e-06	2.3e-14	
30	0.0e+00	0.0e+00	1.1e-10	1.9e-07	1.4e-05	6.4e-07	9.8e-06	2.2e-15	
40	0.0e+00	0.0e+00	1.1e-10	4.6e-07	1.3e-05	5.0e-07	1.2e-05	3.3e-19	
60	0.0e+00	0.0e+00	8.5e-11	3.4e-07	2.1e-05	7.8e-07	1.9e-05	5.6e-15	
80	0.0e+00	0.0e+00	1.2e-10	5.3e-07	2.9e-05	1.1e-06	2.5e-05	5.6e-14	
120	0.0e+00	0.0e+00	1.1e-10	5.4e-07	2.9e-05	8.8e-07	3.8e-05	1.3e-14	
