# Units are Msun
# M_init	Sc41	Sc42	Sc43	Sc44	Sc45	Sc46	Sc47	Sc48	Sc49	
8	0	0	0	0	0	0	0	0	0	
13	1.4e-45	2.6e-40	2.1e-08	3.8e-09	1.4e-06	1.5e-07	6.5e-08	1.9e-08	1.8e-11	
15	0.0e+00	4.7e-40	1.6e-08	8.5e-09	2.2e-06	3.0e-07	1.7e-07	8.2e-08	1.9e-10	
20	0.0e+00	1.1e-41	2.5e-08	1.7e-08	5.3e-06	7.3e-07	1.7e-07	3.1e-08	1.9e-11	
25	0.0e+00	4.5e-39	8.2e-09	1.6e-08	8.0e-06	1.2e-06	4.6e-07	9.2e-08	8.0e-11	
30	0.0e+00	4.9e-44	2.8e-08	2.1e-08	1.3e-05	3.6e-06	1.0e-06	1.7e-07	5.9e-11	
40	0.0e+00	5.6e-45	4.0e-08	3.0e-08	1.8e-05	3.6e-06	6.2e-07	8.9e-08	5.6e-11	
60	0.0e+00	2.8e-45	3.5e-08	5.1e-08	1.9e-05	4.3e-06	1.3e-06	2.2e-07	1.5e-10	
80	0.0e+00	1.4e-45	3.6e-08	7.1e-08	2.5e-05	4.4e-06	1.7e-06	3.2e-07	2.7e-10	
120	0.0e+00	0.0e+00	4.8e-08	8.4e-08	2.7e-05	4.3e-06	1.6e-06	2.3e-07	1.6e-10	
