# Units are Msun
# M_init	Fe52	Fe53	Fe54	Fe55	Fe56	Fe57	Fe58	Fe59	Fe60	Fe61	
8	0	0	0	0	0	0	0	0	0	0	
13	1.1e-03	1.1e-14	8.0e-03	1.9e-04	1.2e-02	4.6e-04	3.9e-04	2.6e-05	1.1e-05	1.6e-16	
15	1.5e-03	4.4e-15	9.8e-03	2.3e-04	1.4e-02	5.6e-04	6.0e-04	6.1e-05	5.8e-05	7.7e-17	
20	1.4e-03	9.1e-17	1.3e-02	3.0e-04	1.8e-02	9.9e-04	1.5e-03	1.0e-04	4.1e-05	1.4e-20	
25	2.2e-03	1.9e-13	2.1e-02	4.2e-04	2.2e-02	1.1e-03	1.9e-03	7.9e-05	2.4e-05	1.1e-16	
30	1.8e-03	7.4e-16	2.1e-02	4.6e-04	2.5e-02	1.4e-03	3.0e-03	2.6e-04	8.1e-05	6.1e-20	
40	1.7e-03	9.2e-17	1.8e-02	4.0e-04	3.4e-02	1.9e-03	4.2e-03	4.3e-04	2.2e-04	4.6e-19	
60	3.2e-03	9.4e-13	2.6e-02	5.2e-04	5.5e-02	2.9e-03	5.7e-03	6.7e-04	2.5e-04	2.0e-19	
80	4.0e-03	1.6e-12	3.4e-02	6.4e-04	7.6e-02	3.7e-03	7.0e-03	6.9e-04	3.2e-04	4.2e-16	
120	3.7e-03	2.2e-12	4.1e-02	6.7e-04	1.2e-01	4.9e-03	7.3e-03	8.2e-04	4.5e-04	8.5e-19	
