-0.144 -0.053  9.0500 0.2700
-0.053 -0.041  9.0000 0.3300
-0.039 -0.027  9.0000 0.2500
-0.026 -0.014  9.1500 0.3300
-0.014 -0.001  9.3000 0.3100
-0.001  0.012  9.4000 0.3300
 0.012  0.024  9.4000 0.2900
 0.025  0.036  9.5000 0.0500
 0.037  0.050  9.6500 0.0500
 0.050  0.062  9.7000 0.2300
 0.064  0.077  9.6000 0.0500
 0.079  0.094  9.7000 0.2100
 0.096  0.151  9.7500 0.2300
 0.153  0.179 10.0500 0.0500
 0.180  0.222 10.0500 0.0500
