# Units are Msun
# M_init	br75	br76	br77	br78	br79	br80	br81	br82	br83	
8	0	0	0	0	0	0	0	0	0	
13	4.6607e-14	1.4942e-11	1.9897e-09	4.8246e-16	3.1653e-07	2.9411e-12	7.6433e-07	1.1680e-08	4.5538e-08	
15	1.6836e-13	1.8765e-11	4.5946e-09	9.6235e-14	1.1103e-06	1.2450e-11	3.5014e-06	5.8696e-08	3.3965e-07	
20	6.2201e-13	1.6791e-10	1.9513e-08	1.3919e-14	8.9817e-07	1.3721e-11	2.8949e-06	3.2386e-08	1.3543e-07	
25	2.4664e-13	1.2603e-10	1.0440e-08	3.9368e-14	1.2651e-06	1.5215e-11	4.2851e-06	1.6542e-07	2.9103e-07	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.8755e-07	0.0000e+00	1.9227e-07	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6049e-07	0.0000e+00	2.6919e-07	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.9420e-07	0.0000e+00	4.1774e-07	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.3039e-07	0.0000e+00	5.6127e-07	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.0243e-07	0.0000e+00	9.5183e-07	0.0000e+00	0.0000e+00	
