# Units are Msun
# M_init	cr48	cr49	cr50	cr51	cr52	cr53	cr54	cr55	
8	0	0	0	0	0	0	0	0	
13	7.7043e-05	7.8903e-09	6.8022e-05	1.0494e-05	1.5586e-04	1.5149e-05	1.1960e-05	3.1481e-14	
15	1.8884e-06	1.1687e-08	3.8568e-03	1.5096e-04	3.6354e-03	1.7983e-05	1.8526e-05	6.5381e-14	
20	7.5316e-05	8.3861e-09	1.1070e-04	1.3944e-05	2.3986e-04	2.3684e-05	2.6723e-05	2.3072e-13	
25	1.0307e-04	1.0975e-08	1.1535e-04	1.6285e-05	3.0660e-04	3.0792e-05	3.4133e-05	2.9303e-13	
30	0.0000e+00	0.0000e+00	1.2962e-05	4.2464e-25	2.6247e-04	3.0215e-05	8.1729e-06	0.0000e+00	
40	0.0000e+00	0.0000e+00	1.8073e-05	6.4116e-22	3.6723e-04	4.2225e-05	1.1682e-05	0.0000e+00	
60	0.0000e+00	0.0000e+00	2.7706e-05	5.6723e-22	5.6886e-04	6.5203e-05	1.9253e-05	0.0000e+00	
80	0.0000e+00	0.0000e+00	3.6855e-05	5.8292e-20	7.6992e-04	8.7659e-05	2.8999e-05	0.0000e+00	
120	0.0000e+00	0.0000e+00	6.2712e-05	3.0154e-21	1.3039e-03	1.4840e-04	4.7471e-05	0.0000e+00	
