# Units are Msun
# M_init	ga62	ga63	ga64	ga65	ga66	ga67	ga68	ga69	ga70	ga71	ga72	
8	0	0	0	0	0	0	0	0	0	0	0	
13	2.8090e-60	2.7339e-32	5.4112e-26	2.4720e-13	5.1836e-06	1.0563e-07	5.2468e-10	1.0154e-05	2.5832e-11	1.1093e-05	1.0303e-06	
15	3.9238e-60	2.8655e-29	1.5263e-23	1.5928e-14	1.9586e-10	4.6366e-08	3.2475e-10	3.2702e-05	5.2640e-11	3.4888e-05	4.1343e-06	
20	4.7817e-60	3.2564e-30	8.1543e-24	2.5061e-13	5.4591e-06	5.8496e-07	3.3611e-09	2.9260e-05	8.0998e-11	2.9035e-05	2.5573e-06	
25	6.4183e-60	1.3083e-28	1.0865e-23	2.6926e-13	5.1157e-06	3.4454e-07	2.0814e-09	4.5570e-05	9.8332e-11	3.7060e-05	1.4105e-06	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.3829e-07	0.0000e+00	4.3359e-07	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.9837e-07	0.0000e+00	6.0940e-07	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.4163e-06	0.0000e+00	9.5707e-07	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9765e-06	0.0000e+00	1.3393e-06	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.3193e-06	0.0000e+00	2.2384e-06	0.0000e+00	
