# Units are Msun
# M_init	zn60	zn61	zn62	zn63	zn64	zn65	zn66	zn67	zn68	zn69	zn70	zn71	
8	0	0	0	0	0	0	0	0	0	0	0	0	
13	4.4901e-25	2.5597e-31	6.1087e-04	1.1610e-09	5.3516e-06	5.6825e-07	2.8469e-06	1.0547e-07	7.0680e-07	3.3790e-14	9.1171e-10	5.2986e-22	
15	9.4561e-25	4.6143e-30	6.1488e-04	1.0412e-09	5.1880e-06	6.2163e-07	2.9643e-06	1.3293e-07	9.1909e-07	1.6433e-12	1.0539e-09	2.6924e-21	
20	6.9505e-25	4.8314e-25	5.5796e-04	1.2855e-09	6.5169e-06	5.0425e-07	3.1321e-06	1.6697e-07	1.5211e-06	2.7291e-10	1.8540e-07	4.5552e-20	
25	2.6328e-21	4.4119e-20	5.3240e-04	2.3024e-09	1.0794e-05	7.2032e-07	5.7303e-06	8.0989e-07	6.5556e-06	2.0439e-09	7.9464e-08	3.2022e-16	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.3241e-07	1.8279e-29	7.8941e-08	1.2082e-08	5.4678e-08	0.0000e+00	1.7230e-09	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9281e-07	3.8900e-27	1.4841e-07	2.6459e-08	1.2603e-07	0.0000e+00	1.9581e-09	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.0141e-07	2.8571e-26	7.2053e-07	1.5366e-07	9.3639e-07	0.0000e+00	2.5245e-09	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.0104e-07	6.5967e-25	4.6808e-07	8.7987e-08	3.6603e-07	0.0000e+00	3.6626e-09	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.3920e-06	3.1760e-19	1.1554e-06	2.2628e-07	9.1911e-07	0.0000e+00	5.3050e-09	0.0000e+00	
