# Units are Msun
# M_init	nd142	nd143	nd144	
8	0	0	0	
13	8.4751e-07	9.0538e-08	2.9887e-07	
15	1.5430e-06	1.5279e-07	5.0928e-07	
20	9.6305e-07	6.1288e-08	1.9274e-07	
25	2.4912e-07	2.2872e-08	7.0120e-08	
30	1.1174e-10	4.9480e-11	9.8702e-11	
40	1.2956e-10	5.6628e-11	1.1326e-10	
60	2.1822e-10	7.9591e-11	1.6496e-10	
80	2.6028e-10	1.0788e-10	2.1867e-10	
120	4.1243e-10	1.6058e-10	3.3067e-10	
