# dSph	Name	RAJ200 (h:m:s)	DEJ200 (d:m:s)	Vmag	Imag	Teff	logg	[Fe/H]	err([Fe/H])	[Mg/Fe]	err([Mg/Fe])	[Si/Fe]	err([Si/Fe])	[Ca/Fe]	err([Ca/Fe])	[Ti/Fe]	err([Ti/Fe])
Scl   1008475    00 59 52.39 -33 41 28.0 18.046 16.804 4417  1.06 -1.17  0.11  0.10  0.20 -0.06  0.15  0.20  0.19 -0.14  0.09
Scl   1008462    00 59 52.64 -33 38 56.1 18.494 17.430 4591  1.44 -1.76  0.12 -0.32  0.70  0.31  0.16  0.07  0.27  0.07  0.12
Scl   1008666    00 59 52.85 -33 45 18.5 18.023 16.907 4553  1.19 -2.34  0.12  0.61  0.28  0.35  0.13  0.17  0.14  0.17  0.10
Scl   1008651    00 59 52.85 -33 44 39.6 18.280 17.076 4502  1.19 -1.10  0.11 -0.38  0.36 -0.10  0.15  0.11  0.21 -0.20  0.15
Scl   1008460    00 59 53.01 -33 35 14.0 19.507 18.592 5043  2.02 -1.73  0.13  0.38  0.55  0.45  0.27  0.14  0.96 -0.33  0.53
Scl   1008563    00 59 53.01 -33 39 18.8 17.353 15.905 4057  0.57 -1.29  0.11 -0.17  0.22 -0.55  0.20 -0.03  0.15 -0.40  0.10
Scl   1008739    00 59 53.98 -33 37 42.0 17.787 16.568 4414  0.99 -1.56  0.11  0.12  0.18  0.16  0.14  0.47  0.16  0.07  0.09
Scl   1008833    00 59 54.21 -33 40 26.8 17.439 16.044 4246  0.66 -1.22  0.11 -0.20  0.20 -0.43  0.16 -0.19  0.19 -0.27  0.11
Scl   1008832    00 59 54.47 -33 37 53.3 17.699 16.608 4666  1.10 -1.16  0.11 -0.25  0.21 -0.06  0.13  0.02  0.15 -0.12  0.09
Scl   1008882    00 59 54.88 -33 36 30.2 18.741 17.707 4724  1.57 -2.09  0.12  0.93  0.27  0.65  0.17  0.80  0.25  0.30  0.27
Scl   1009300    00 59 55.68 -33 46 39.8 17.175 15.845 4323  0.65 -2.17  0.11  0.52  0.15  0.28  0.21  0.26  0.12  0.20  0.09
Scl   1009336    00 59 55.72 -33 48 00.6 18.712 17.687 4692  1.57 -1.51  0.11  0.37  0.18  0.16  0.14  0.30  0.17 -0.04  0.11
Scl   1009320    00 59 55.87 -33 45 43.4 18.304 17.188 4638  1.30 -1.25  0.11 -0.28  0.43  0.00  0.12  0.03  0.14 -0.24  0.09
Scl   1009423    00 59 56.24 -33 46 27.5 19.816 18.904 5002  2.14 -1.53  0.12  0.51  0.30  0.01  0.26  0.06  0.19  0.10  0.21
Scl   1009529    00 59 56.71 -33 46 43.3 18.050 16.880 4521  1.14 -1.30  0.11 -0.02  0.16 -0.10  0.13 -0.08  0.15 -0.12  0.09
Scl   1009348    00 59 56.72 -33 38 30.6 18.740 17.669 4736  1.52 -1.37  0.11 -0.30  0.58 -0.35  0.41 -0.12  0.18 -0.52  0.17
Scl   1009527    00 59 56.97 -33 44 16.6 18.271 17.052 4393  1.17 -1.10  0.11  0.00  0.17 -0.01  0.24  0.13  0.19 -0.30  0.10
Scl   1009440    00 59 57.19 -33 38 37.5 19.221 18.293 4854  1.88 -2.04  0.17  0.88  0.63  0.56  0.39  0.50  0.48  0.52  0.50
Scl   1009510    00 59 57.28 -33 40 32.0 19.281 18.229 4656  1.76 -1.78  0.12  0.22  0.58  0.61  0.16 -0.22  0.26  0.20  0.17
Scl   1009538    00 59 57.60 -33 38 32.3 17.918 16.677 4385  1.01 -1.68  0.11  0.33  0.16  0.28  0.11  0.22  0.17  0.09  0.09
Scl   1009698    00 59 57.90 -33 43 20.9 18.522 17.395 4532  1.37 -1.68  0.12  0.45  0.28  0.29  0.13  0.11  0.32  0.12  0.16
Scl   1009740    00 59 58.07 -33 43 14.0 18.872 17.769 4589  1.53 -1.44  0.12  0.45  0.26 -0.10  0.28  0.40  0.38  0.25  0.16
Scl   1009824    00 59 58.24 -33 45 50.4 17.669 16.367 4327  0.85 -1.58  0.11  0.15  0.16  0.18  0.14  0.06  0.13  0.00  0.10
Scl   1009721    00 59 58.26 -33 41 08.4 17.632 16.324 4393  0.83 -1.24  0.11 -0.02  0.12 -0.21  0.15 -0.02  0.13 -0.11  0.09
Scl   1009948    00 59 59.02 -33 43 26.5 18.998 17.892 4557  1.58 -1.58  0.12  0.47  0.37 -0.21  0.34 -0.02  0.30 -0.11  0.11
Scl   1010002    00 59 59.64 -33 39 31.7 17.998 16.806 4508  1.10 -1.26  0.11  0.03  0.19 -0.10  0.14 -0.02  0.15 -0.11  0.09
Scl   1010042    01 00 00.05 -33 37 28.1 18.548 17.459 4683  1.42 -1.14  0.11  0.03  0.17 -0.02  0.15 -0.06  0.15 -0.11  0.09
Scl   1010069    01 00 00.06 -33 38 34.2 17.230 15.776 3913  0.52 -1.39  0.11 -0.37  0.30 -0.32  0.12 -0.16  0.14 -0.65  0.09
Scl   1010125    01 00 00.06 -33 40 56.7 18.796 17.700 4655  1.51 -1.43  0.12  0.14  0.31  0.19  0.13  0.16  0.19 -0.22  0.23
Scl   1010231    01 00 00.24 -33 44 47.6 17.491 16.207 4326  0.81 -2.09  0.11  0.47  0.26  0.50  0.13  0.51  0.18  0.20  0.09
Scl   1010229    01 00 00.56 -33 41 36.2 17.854 16.579 4377  0.95 -1.19  0.11  0.00  0.18 -0.21  0.14 -0.07  0.25 -0.13  0.09
Scl   1010320    01 00 00.97 -33 41 36.0 18.224 17.087 4574  1.25 -1.87  0.12  0.50  0.23  0.36  0.12  0.35  0.17  0.06  0.11
Scl   1010476    01 00 00.97 -33 48 08.7 18.900 17.871 4749  1.64 -1.77  0.13  0.70  0.38 -0.17  0.44 -0.14  0.47  0.20  0.21
Scl   1010524    01 00 01.27 -33 47 34.3 18.867 17.736 4635  1.50 -0.96  0.11 -0.10  0.26 -0.13  0.13 -0.03  0.13 -0.11  0.09
Scl   1010633    01 00 01.45 -33 51 16.4 17.716 16.595 4614  1.07 -1.94  0.11  0.15  0.30  0.30  0.11  0.36  0.18  0.10  0.09
Scl   1010388    01 00 01.47 -33 39 49.5 17.777 16.475 4292  0.89 -1.07  0.11 -0.43  0.25 -0.39  0.15  0.07  0.14 -0.32  0.09
Scl   1010645    01 00 01.92 -33 47 11.9 18.218 17.036 4504  1.19 -1.30  0.11 -0.10  0.22 -0.01  0.29 -0.10  0.14 -0.18  0.26
Scl   1010730    01 00 01.99 -33 50 22.6 19.017 17.948 4681  1.63 -1.23  0.11 -0.10  0.27 -0.07  0.16  0.05  0.19 -0.11  0.09
Scl   1010559    01 00 02.29 -33 38 52.4 17.509 16.130 4095  0.69 -1.17  0.11 -0.40  0.15 -0.39  0.18  0.13  0.22 -0.40  0.09
Scl   1010605    01 00 02.40 -33 40 19.8 17.293 16.008 4311  0.74 -2.72  0.11  0.63  0.37  0.68  0.15  0.40  0.16  0.20  0.12
Scl   1010628    01 00 02.46 -33 41 16.3 18.400 17.215 4514  1.26 -1.35  0.11 -0.54  0.53  0.09  0.11  0.04  0.17 -0.12  0.09
Scl   1010824    01 00 02.56 -33 48 49.6 17.618 16.387 4408  0.91 -2.36  0.11  0.30  0.51  0.52  0.16  0.39  0.13  0.30  0.11
Scl   1010958    01 00 03.41 -33 46 44.8 18.614 17.593 4823  1.54 -2.12  0.13  0.95  0.35  0.17  0.82  0.30  0.31 -0.12  0.43
Scl   1010841    01 00 03.59 -33 39 26.9 17.524 16.233 4339  0.80 -1.25  0.11 -0.52  0.56 -0.44  0.19  0.00  0.18 -0.23  0.09
Scl   1011316    01 00 04.81 -33 49 33.0 17.924 16.747 4524  1.09 -1.40  0.11 -0.07  0.18  0.00  0.20 -0.11  0.14 -0.13  0.09
Scl   1011256    01 00 05.04 -33 44 19.0 19.178 18.159 4807  1.76 -1.46  0.12  0.33  0.28 -0.04  0.21 -0.40  0.49 -0.19  0.21
Scl   1011213    01 00 05.54 -33 37 56.9 18.660 17.630 4685  1.53 -0.97  0.11  0.39  0.23 -0.09  0.18  0.23  0.21 -0.30  0.14
Scl   1011460    01 00 05.93 -33 45 56.2 17.874 16.715 4453  1.09 -2.40  0.12  0.39  0.37  0.58  0.15  0.62  0.24  0.28  0.11
Scl   1011442    01 00 06.19 -33 42 38.9 18.900 17.831 4713  1.59 -1.24  0.11 -0.12  0.31 -0.29  0.18 -0.16  0.24 -0.20  0.14
Scl   1011529    01 00 06.35 -33 44 57.6 18.409 17.248 4593  1.29 -1.38  0.11  0.02  0.24  0.10  0.16  0.03  0.17 -0.10  0.09
Scl   1011494    01 00 06.74 -33 39 26.1 18.639 17.644 4797  1.56 -1.75  0.12 -0.10  0.98  0.60  0.12  0.68  0.26  0.29  0.34
Scl   1011721    01 00 06.96 -33 47 09.2 17.796 16.596 4491  1.01 -1.82  0.12 -0.22  0.73  0.06  0.25  0.40  0.22  0.15  0.16
Scl   1011506    01 00 07.02 -33 36 43.9 18.189 17.069 4631  1.25 -1.16  0.11  0.00  0.19 -0.12  0.14  0.15  0.18  0.00  0.10
Scl   1011774    01 00 07.04 -33 48 24.7 18.999 17.969 4705  1.67 -1.51  0.12 -0.20  0.98  0.17  0.13 -0.10  0.18  0.03  0.13
Scl   1011427    01 00 07.05 -33 33 22.8 18.272 17.158 4589  1.29 -1.31  0.11  0.09  0.19  0.00  0.12 -0.10  0.14 -0.20  0.13
Scl   1011587    01 00 07.05 -33 40 46.4 18.351 17.237 4509  1.31 -1.36  0.12  0.25  0.29 -0.41  0.24  0.17  0.25 -0.03  0.10
Scl   1011828    01 00 07.28 -33 48 16.9 18.358 17.297 4744  1.39 -1.22  0.11 -0.06  0.24 -0.03  0.18  0.07  0.14 -0.11  0.09
Scl   1011802    01 00 07.40 -33 45 57.2 17.541 16.278 4343  0.85 -1.90  0.11  0.46  0.25  0.08  0.18  0.32  0.18  0.12  0.12
Scl   1011742    01 00 07.44 -33 43 19.7 17.567 16.308 4410  0.86 -1.94  0.11  0.40  0.21  0.18  0.11  0.30  0.15 -0.14  0.11
Scl   1011716    01 00 07.57 -33 40 52.3 18.724 17.666 4750  1.53 -1.21  0.11 -0.42  0.69 -0.31  0.19 -0.08  0.17 -0.30  0.13
Scl   1011626    01 00 07.57 -33 37 03.7 17.509 16.185 4329  0.77 -1.77  0.11  0.00  0.28  0.30  0.12  0.32  0.16  0.00  0.13
Scl   1012108    01 00 08.79 -33 46 24.9 18.490 17.415 4655  1.42 -2.07  0.12  0.28  0.75  0.26  0.19  0.30  0.24 -0.03  0.30
Scl   1012164    01 00 08.87 -33 48 29.4 19.209 18.257 4911  1.86 -1.44  0.13  0.70  0.39  0.08  0.31  0.01  0.50 -0.32  0.41
Scl   1011974    01 00 09.18 -33 36 09.3 17.884 16.657 4411  1.02 -1.36  0.11 -0.06  0.18 -0.10  0.13  0.01  0.16 -0.22  0.12
Scl   1012132    01 00 09.39 -33 42 23.6 18.299 17.244 4729  1.37 -2.09  0.12  0.56  0.33  0.29  0.32  0.31  0.18  0.31  0.13
Scl   1012257    01 00 09.77 -33 43 44.2 18.144 16.981 4462  1.19 -1.07  0.11 -0.46  0.72 -0.23  0.12 -0.03  0.17 -0.39  0.11
Scl   1012290    01 00 09.96 -33 43 54.6 18.946 17.994 4920  1.75 -1.26  0.12 -0.29  0.73  0.04  0.39  0.11  0.20 -0.12  0.16
Scl   1012307    01 00 10.19 -33 42 39.7 19.577 18.683 4917  2.06 -1.26  0.14  0.23  0.82  0.13  0.31 -0.23  0.43  0.13  0.33
Scl   1012316    01 00 10.39 -33 41 04.5 18.040 16.852 4471  1.12 -1.41  0.11 -0.19  0.28  0.09  0.19  0.00  0.15  0.04  0.11
Scl   1012533    01 00 10.48 -33 49 36.5 17.768 16.533 4353  0.96 -1.42  0.11  0.09  0.17  0.03  0.14 -0.03  0.12 -0.10  0.09
Scl   1012279    01 00 10.76 -33 35 06.3 19.019 18.058 4865  1.77 -2.30  0.13  1.17  0.32  0.48  0.27  0.72  0.23 -0.04  0.73
Scl   1012620    01 00 11.33 -33 44 59.0 20.033 19.018 4883  2.11 -1.59  0.14  0.30  0.59  0.48  0.26 -0.21  0.61 -0.03  0.27
Scl   1012628    01 00 12.13 -33 37 25.9 17.153 15.642 4034  0.43 -1.87  0.11  0.14  0.19  0.11  0.13 -0.01  0.15 -0.12  0.08
Scl   1012992    01 00 12.67 -33 48 42.9 19.072 18.101 4824  1.78 -2.01  0.15  1.18  0.40  0.21  0.36  0.38  0.45  0.06  0.46
Scl   1012835    01 00 12.75 -33 41 15.9 17.159 15.833 4272  0.63 -1.85  0.11  0.24  0.37  0.03  0.15  0.41  0.19 -0.03  0.08
Scl   1013066    01 00 13.13 -33 47 15.4 19.031 17.994 4637  1.68 -2.23  0.13  0.99  0.29  0.51  0.34  1.14  0.29  0.34  0.21
Scl   1013086    01 00 13.39 -33 45 58.0 18.919 17.851 4654  1.59 -1.33  0.12 -0.38  0.82  0.00  0.12  0.00  0.20 -0.38  0.17
Scl   1013095    01 00 13.89 -33 41 22.3 20.044 19.088 4962  2.19 -1.31  0.12  0.30  0.43 -0.07  0.33 -0.10  0.16  0.11  0.23
Scl   1013011    01 00 13.94 -33 36 39.1 17.781 16.521 4426  0.94 -1.21  0.11 -0.27  0.32 -0.34  0.15 -0.10  0.33 -0.14  0.09
Scl   1013235    01 00 13.98 -33 46 59.6 18.845 17.782 4648  1.57 -1.06  0.12  0.54  0.19 -0.58  0.31  0.15  0.34 -0.42  0.17
Scl   1013218    01 00 14.41 -33 41 46.7 18.700 17.620 4624  1.49 -1.57  0.12 -0.10  0.58  0.49  0.14 -0.07  0.40  0.09  0.12
Scl   1013242    01 00 14.69 -33 39 57.5 17.661 16.337 4275  0.81 -1.11  0.11 -0.05  0.34 -0.16  0.17  0.00  0.14 -0.33  0.09
Scl   1013200    01 00 14.80 -33 36 49.8 17.887 16.709 4443  1.07 -1.56  0.11  0.15  0.18  0.27  0.12  0.00  0.19  0.10  0.09
Scl   1013377    01 00 15.36 -33 39 05.9 17.208 15.840 4141  0.60 -1.55  0.11 -0.65  0.71 -0.11  0.12 -0.26  0.13 -0.39  0.21
Scl   1013401    01 00 16.17 -33 32 37.6 18.556 17.508 4693  1.48 -2.67  0.13  0.97  0.52  0.77  0.26  0.30  0.22  0.14  0.36
Scl   1013928    01 00 17.50 -33 43 07.5 18.631 17.491 4610  1.39 -1.29  0.11 -0.10  0.15  0.00  0.47  0.06  0.15 -0.10  0.11
Scl   1013834    01 00 17.51 -33 39 01.9 18.752 17.713 4659  1.55 -1.74  0.12  0.23  0.95 -0.24  0.43  0.31  0.19  0.43  0.15
Scl   1013976    01 00 17.61 -33 44 10.9 18.266 17.122 4503  1.24 -1.41  0.11 -0.43  0.74  0.30  0.12  0.48  0.29  0.10  0.14
Scl   1013817    01 00 17.76 -33 35 59.6 17.273 15.818 3985  0.53 -1.24  0.11 -0.12  0.17 -0.52  0.22 -0.20  0.16 -0.40  0.10
Scl   1013950    01 00 17.78 -33 41 34.3 18.090 16.866 4408  1.10 -1.33  0.11  0.03  0.20  0.10  0.12 -0.10  0.18 -0.15  0.09
Scl   1013949    01 00 17.80 -33 41 14.7 18.657 17.561 4588  1.44 -1.33  0.12  0.04  0.41 -0.04  0.18 -0.07  0.19 -0.20  0.40
Scl   1014064    01 00 18.27 -33 42 12.4 17.416 16.139 4280  0.78 -1.93  0.12  0.49  0.42  0.37  0.31  0.51  0.28  0.36  0.10
Scl   1014094    01 00 18.84 -33 37 57.7 18.304 17.152 4511  1.26 -1.63  0.11 -0.24  0.66  0.20  0.13  0.19  0.18  0.01  0.19
Scl   1014294    01 00 18.95 -33 45 14.6 17.603 16.437 4432  0.98 -1.98  0.12  0.33  0.26  0.58  0.17  0.78  0.21  0.10  0.15
Scl   1014203    01 00 19.60 -33 35 24.5 19.285 18.273 4825  1.81 -1.22  0.12 -0.44  0.90 -0.04  0.18 -0.44  0.30 -0.31  0.17
Scl   1014336    01 00 19.69 -33 40 08.1 18.943 17.867 4609  1.58 -1.35  0.12 -0.34  0.65 -0.23  0.34  0.05  0.23 -0.14  0.14
Scl   1014488    01 00 19.76 -33 46 02.9 19.212 18.167 4644  1.74 -2.03  0.13  0.57  0.50  0.58  0.24  0.06  0.52  0.20  0.23
Scl   1014507    01 00 21.08 -33 33 46.3 18.025 16.821 4430  1.09 -1.36  0.11  0.19  0.18  0.10  0.11 -0.12  0.12 -0.10  0.08
Scl   1014922    01 00 21.62 -33 47 14.3 20.002 19.096 5041  2.22 -0.96  0.13 -0.21  0.32 -0.13  0.30  0.70  0.66 -0.62  0.45
Scl   1015254    01 00 23.04 -33 47 23.0 19.242 18.266 4757  1.82 -1.83  0.16  0.54  0.84  0.54  0.37 -0.03  0.55  0.23  0.39
Scl   1015286    01 00 23.10 -33 48 09.4 18.680 17.633 4666  1.51 -1.27  0.12 -0.04  0.46 -0.16  0.25  0.12  0.30 -0.04  0.16
Scl   1015321    01 00 23.83 -33 42 17.5 17.207 15.830 4246  0.59 -1.63  0.11  0.09  0.23 -0.02  0.15  0.08  0.14 -0.03  0.08
Scl   1015388    01 00 24.22 -33 40 57.9 19.156 18.144 4679  1.74 -1.99  0.13  0.77  0.51  0.56  0.27  0.25  0.18  0.35  0.22
Scl   1015309    01 00 24.32 -33 36 54.6 19.037 17.993 4742  1.67 -1.75  0.12 -0.20  0.46  0.15  0.22 -0.01  0.24 -0.58  0.39
Scl   1015548    01 00 24.62 -33 44 28.7 17.629 16.470 4469  0.99 -2.14  0.12  0.51  0.33  0.40  0.12  0.35  0.19  0.19  0.12
Scl   1015644    01 00 25.07 -33 43 33.2 18.051 16.925 4461  1.19 -2.14  0.12  0.27  0.44  1.00  0.16 -0.42  0.26  0.09  0.17
Scl   1015616    01 00 25.18 -33 41 46.0 18.763 17.808 4858  1.66 -2.26  0.14  0.89  0.54  0.05  0.92  0.28  0.23  0.47  0.24
Scl   1015690    01 00 26.03 -33 37 02.2 18.629 17.557 4649  1.48 -1.38  0.11 -0.13  0.33  0.00  0.16  0.06  0.16 -0.27  0.16
Scl   1015968    01 00 26.27 -33 47 12.5 18.115 16.951 4364  1.17 -1.94  0.12  0.75  0.47 -0.32  0.52  0.36  0.48 -0.20  0.39
Scl   4013086    01 00 27.20 -33 39 46.0 18.480 17.374 4555  1.38 -1.81  0.12  0.20  0.35  0.40  0.15  0.26  0.20  0.07  0.15
Scl   1016093    01 00 27.22 -33 42 40.3 19.809 18.900 4888  2.14 -1.30  0.14  0.33  0.70 -0.11  0.59  0.41  0.38 -0.14  0.41
Scl   1016274    01 00 28.10 -33 42 34.2 17.581 16.306 4372  0.85 -1.66  0.11 -0.70  0.73  0.20  0.12  0.21  0.14 -0.11  0.10
Scl   1016347    01 00 28.20 -33 44 32.4 18.124 17.007 4578  1.22 -1.20  0.11 -0.10  0.35 -0.03  0.20 -0.10  0.17 -0.10  0.11
