# Units are Msun
# M_init	ga62	ga63	ga64	ga65	ga66	ga67	ga68	ga69	ga70	ga71	ga72	
8	0	0	0	0	0	0	0	0	0	0	0	
13	1.1315e-59	4.4641e-30	1.1664e-21	1.5650e-13	7.2691e-06	2.0801e-08	1.6635e-12	4.1769e-10	4.5324e-15	2.5632e-10	2.2134e-13	
15	1.3001e-59	2.7351e-29	2.0230e-22	1.4396e-13	5.3314e-06	2.9187e-08	1.2973e-10	5.4099e-10	1.2157e-14	2.9089e-10	5.5676e-13	
20	1.7890e-59	6.3546e-29	3.0206e-22	1.2229e-13	6.8129e-06	1.9256e-08	1.8259e-12	7.0044e-10	1.6614e-14	4.3733e-10	1.3252e-12	
25	2.2375e-59	2.0018e-28	2.2816e-23	1.4180e-13	4.2953e-06	2.8489e-08	1.5998e-10	1.0145e-09	1.6596e-14	5.6373e-10	3.5051e-12	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.7201e-13	0.0000e+00	4.5891e-13	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0698e-12	0.0000e+00	7.3058e-13	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9165e-12	0.0000e+00	1.3088e-12	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.3114e-12	0.0000e+00	2.2614e-12	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.1422e-11	0.0000e+00	7.8005e-12	0.0000e+00	
