he3 	 3.152e-05
he4 	 2.400e-01
c12 	 4.378e-05
c13 	 5.305e-07
n14 	 6.951e-06
n15 	 1.709e-08
o16 	 2.042e-04
o17 	 8.242e-08
o18 	 4.605e-07
f19 	 5.078e-09
ne20 	 1.165e-05
ne21 	 2.931e-08
ne22 	 9.419e-07
na23 	 2.942e-07
mg24 	 9.879e-06
mg25 	 1.303e-06
mg26 	 1.492e-06
al27 	 5.601e-07
si28 	 1.581e-05
si29 	 8.315e-07
si30 	 5.670e-07
p31 	 5.865e-08
s32 	 6.599e-06
s33 	 5.448e-08
s34 	 3.168e-07
s36 	 1.564e-09
cl35 	 6.174e-08
cl37 	 2.086e-08
ar36 	 1.261e-06
ar38 	 2.419e-07
ar40 	 4.073e-10
k39 	 2.865e-08
k41 	 2.173e-09
ca40 	 1.398e-06
ca42 	 9.797e-09
ca43 	 2.093e-09
ca44 	 3.309e-08
ca46 	 6.633e-11
sc45 	 4.679e-10
ti46 	 4.967e-09
ti47 	 4.577e-09
ti48 	 4.632e-08
ti49 	 3.470e-09
ti50 	 3.390e-09
v51 	 3.187e-09
cr50 	 6.980e-09
cr52 	 1.400e-07
cr53 	 1.618e-08
cr54 	 4.103e-09
mn55 	 1.090e-07
fe54 	 7.347e-07
fe56 	 1.196e-05
fe57 	 2.811e-07
fe58 	 3.807e-08
co59 	 4.244e-08
ni58 	 4.823e-07
ni60 	 1.922e-07
ni61 	 8.494e-09
ni62 	 2.753e-08
ni64 	 7.236e-09
cu63 	 4.968e-09
cu65 	 2.285e-09
zn64 	 8.318e-09
zn66 	 4.921e-09
zn67 	 7.341e-10
zn68 	 3.408e-09
zn70 	 1.160e-10
ga69 	 3.347e-10
ga71 	 2.286e-10
ge70 	 4.796e-10
ge72 	 6.520e-10
ge73 	 1.855e-10
ge74 	 8.827e-10
as75 	 1.102e-10
se74 	 1.061e-11
se76 	 1.147e-10
se77 	 9.461e-11
se78 	 2.986e-10
se80 	 6.391e-10
br79 	 1.022e-10
br81 	 1.019e-10
kr80 	 2.436e-11
kr82 	 1.251e-10
kr83 	 1.254e-10
kr84 	 6.257e-10
kr86 	 1.937e-10
rb85 	 1.468e-10
sr84 	 2.558e-12
sr86 	 4.631e-11
sr87 	 3.274e-11
sr88 	 3.970e-10
y89 	 1.062e-10
zr90 	 1.296e-10
zr91 	 2.857e-11
zr92 	 4.415e-11
zr94 	 4.572e-11
nb93 	 1.974e-11
mo92 	 7.461e-12
mo94 	 4.803e-12
mo95 	 8.401e-12
mo96 	 8.937e-12
mo97 	 5.199e-12
mo98 	 1.335e-11
xe132 	 4.477e-11
xe134 	 1.678e-11
cs133 	 1.177e-11
ba134 	 3.608e-12
ba135 	 9.915e-12
ba136 	 1.190e-11
ba137 	 1.714e-11
ba138 	 1.102e-10
la139 	 1.287e-11
ce140 	 3.465e-11
pr141 	 5.447e-12
nd142 	 7.435e-12
nd143 	 3.329e-12
hg202 	 6.567e-12
hg204 	 1.526e-12
tl203 	 3.504e-12
tl205 	 8.447e-12
pb204 	 1.686e-12
pb206 	 1.585e-11
pb207 	 1.762e-11
