1.3	0.0001	-5.78462e-09
1.3	0.0003	-1.36691e-08
1.3	0.001	-8.64231e-09
1.3	0.002	-1.41668e-08
1.3	0.003	-1.03838e-08
1.3	0.006	-1.31729e-08
1.3	0.008	-3.66077e-09
1.3	0.01	-2.35615e-09
1.3	0.014	1.26923e-11
1.3	0.02	9.19231e-11
1.5	0.0001	-1.37064e-08
1.5	0.0003	-2.69062e-08
1.5	0.001	-1.67994e-08
1.5	0.002	-3.49395e-08
1.5	0.003	-2.98463e-08
1.5	0.006	-4.22396e-08
1.5	0.008	-3.51129e-08
1.5	0.01	-5.44063e-08
1.5	0.014	-4.47462e-08
1.5	0.02	-6.11862e-08
2	0.0001	-2.63188e-08
2	0.0003	-4.81127e-08
2	0.001	-4.46869e-08
2	0.002	-7.38582e-08
2	0.003	-7.41484e-08
2	0.006	-1.09898e-07
2	0.008	-1.06999e-07
2	0.01	-1.31799e-07
2	0.014	-1.28249e-07
2	0.02	-1.82099e-07
2.5	0.0001	-2.44035e-08
2.5	0.0003	-3.54904e-08
2.5	0.001	-4.08790e-08
2.5	0.002	-7.36336e-08
2.5	0.003	-7.36756e-08
2.5	0.006	-1.72639e-07
2.5	0.008	-1.88758e-07
2.5	0.01	-2.06639e-07
2.5	0.014	-2.36759e-07
2.5	0.02	-3.37839e-07
3	0.0001	-1.66823e-08
3	0.0003	-2.56660e-08
3	0.001	-2.62309e-08
3	0.002	-4.32388e-08
3	0.003	-3.84850e-08
3	0.006	-6.14923e-08
3	0.008	-9.81291e-08
3	0.01	-1.24098e-07
3	0.014	-1.69329e-07
3	0.02	-2.62431e-07
4	0.0001	-1.43206e-08
4	0.0003	-2.19377e-08
4	0.001	-1.44978e-08
4	0.002	-2.60371e-08
4	0.003	-2.20632e-08
4	0.006	-2.64908e-08
4	0.008	-1.76771e-08
4	0.01	-1.92205e-08
4	0.014	-2.05216e-08
4	0.02	-4.72208e-08
5	0.0001	-1.06359e-08
5	0.0003	-1.91382e-08
5	0.001	-1.38108e-08
5	0.002	-2.45021e-08
5	0.003	-2.28162e-08
5	0.006	-1.82467e-08
5	0.008	-2.08081e-08
5	0.01	-1.53901e-08
5	0.014	-1.33554e-08
5	0.02	-1.02357e-08
6	0.0001	-4.13670e-09
6	0.0003	-1.14370e-08
6	0.001	-1.20052e-08
6	0.002	-1.64327e-08
6	0.003	-1.83277e-08
6	0.006	-2.59702e-08
6	0.008	-2.94561e-08
6	0.01	-2.93502e-08
6	0.014	-2.91954e-08
6	0.02	-2.14182e-08
