1.3	0.0001	1.73846e-02
1.3	0.0003	1.71538e-02
1.3	0.001	1.62308e-02
1.3	0.002	1.56154e-02
1.3	0.003	1.37692e-02
1.3	0.006	1.33077e-02
1.3	0.008	1.22308e-02
1.3	0.01	1.23846e-02
1.3	0.014	1.20769e-02
1.3	0.02	1.25385e-02
1.5	0.0001	2.61333e-02
1.5	0.0003	2.26667e-02
1.5	0.001	2.04000e-02
1.5	0.002	1.92667e-02
1.5	0.003	1.62000e-02
1.5	0.006	1.57333e-02
1.5	0.008	1.42667e-02
1.5	0.01	1.44667e-02
1.5	0.014	1.33333e-02
1.5	0.02	1.36000e-02
2	0.0001	3.46500e-02
2	0.0003	2.89000e-02
2	0.001	2.69000e-02
2	0.002	2.63500e-02
2	0.003	2.20500e-02
2	0.006	1.99000e-02
2	0.008	1.73500e-02
2	0.01	1.74500e-02
2	0.014	1.49000e-02
2	0.02	1.55000e-02
2.5	0.0001	2.03200e-02
2.5	0.0003	1.48800e-02
2.5	0.001	1.88000e-02
2.5	0.002	2.18400e-02
2.5	0.003	2.18400e-02
2.5	0.006	2.72000e-02
2.5	0.008	2.52800e-02
2.5	0.01	2.48400e-02
2.5	0.014	2.21200e-02
2.5	0.02	2.31600e-02
3	0.0001	2.11000e-02
3	0.0003	1.22667e-02
3	0.001	1.13333e-02
3	0.002	9.70000e-03
3	0.003	9.90000e-03
3	0.006	1.59667e-02
3	0.008	1.91000e-02
3	0.01	2.07667e-02
3	0.014	2.17333e-02
3	0.02	2.33333e-02
4	0.0001	5.00000e-02
4	0.0003	4.45000e-02
4	0.001	4.00000e-02
4	0.002	3.45000e-02
4	0.003	2.97500e-02
4	0.006	1.99500e-02
4	0.008	1.83250e-02
4	0.01	1.70000e-02
4	0.014	1.48500e-02
4	0.02	1.57500e-02
5	0.0001	7.00000e-02
5	0.0003	6.72000e-02
5	0.001	6.42000e-02
5	0.002	6.02000e-02
5	0.003	5.68000e-02
5	0.006	4.52000e-02
5	0.008	3.96000e-02
5	0.01	3.82000e-02
5	0.014	3.92000e-02
5	0.02	3.62000e-02
6	0.0001	9.11667e-02
6	0.0003	7.96667e-02
6	0.001	7.80000e-02
6	0.002	7.58333e-02
6	0.003	7.56667e-02
6	0.006	6.45000e-02
6	0.008	5.93333e-02
6	0.01	5.53333e-02
6	0.014	5.80000e-02
6	0.02	5.66667e-02
