# Units are Msun
# M_init	ge64	ge65	ge66	ge67	ge68	ge69	ge70	ge71	ge72	ge73	ge74	ge75	ge76	ge77	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	1.8045e-29	1.8568e-37	1.2030e-06	1.3499e-14	4.3268e-08	1.1356e-09	2.4683e-07	1.2087e-08	2.1932e-07	6.1855e-08	3.3084e-07	3.5028e-12	1.6234e-09	1.6089e-13	
15	1.3726e-40	6.4563e-45	1.1527e-06	5.8665e-15	3.5679e-08	1.6146e-09	4.4071e-07	3.9949e-08	4.1985e-07	1.2189e-07	6.6576e-07	1.6325e-11	2.3257e-09	1.7575e-12	
20	3.9630e-33	9.3796e-38	1.0514e-06	1.0267e-14	7.3541e-08	8.8447e-09	1.6448e-06	1.0003e-07	9.6985e-07	1.9019e-07	1.0952e-06	8.9190e-10	2.6644e-07	3.9739e-08	
25	4.6802e-32	1.8825e-34	1.0906e-06	1.1132e-14	7.4056e-08	6.5415e-09	2.9005e-06	3.3634e-07	2.8950e-06	7.8910e-07	4.3964e-06	4.7302e-09	5.9178e-08	2.0377e-10	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5570e-09	0.0000e+00	2.1164e-09	6.0229e-10	2.8655e-09	0.0000e+00	6.1732e-10	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.7590e-09	2.8838e-32	1.1865e-08	3.3755e-09	1.6067e-08	0.0000e+00	3.4506e-09	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.1629e-08	1.0085e-32	1.5704e-08	4.4662e-09	2.1256e-08	0.0000e+00	4.5480e-09	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5630e-08	4.5845e-30	2.0861e-08	5.9263e-09	2.8187e-08	0.0000e+00	5.9553e-09	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.9716e-08	1.0510e-28	3.5543e-08	9.9823e-09	4.6689e-08	0.0000e+00	8.8636e-09	0.0000e+00	
