# Units are Msun
# M_init	o16	o17	o18	
8	0	0	0	
13	1.4704e+00	5.4430e-04	8.5887e-03	
15	1.6493e+00	6.5176e-04	1.3084e-02	
20	3.0446e+00	4.7616e-04	6.0831e-02	
25	4.6394e+00	5.1937e-05	6.9387e-05	
30	3.8813e-04	6.1193e-07	2.4456e-07	
40	7.3106e-03	5.4412e-06	1.4244e-06	
60	2.6595e-02	1.0352e-05	3.5944e-06	
80	7.0416e-02	1.5741e-05	4.1133e-06	
120	2.4062e-01	1.4628e-05	6.8891e-06	
