# Units are Msun
# M_init	ar36	ar38	ar40	
8	0	0	0	
13	5.2687e-03	1.7966e-04	5.7995e-08	
15	5.9242e-02	1.7979e-03	1.0310e-07	
20	1.5996e-02	7.0928e-04	5.0462e-08	
25	1.2504e-02	9.6237e-04	1.1686e-07	
30	4.0923e-06	7.8536e-07	1.3222e-09	
40	2.2890e-05	4.3961e-06	7.4040e-09	
60	3.0189e-05	5.8031e-06	9.7787e-09	
80	3.9597e-05	7.6308e-06	1.2891e-08	
120	5.9250e-05	1.1568e-05	1.9990e-08	
