0.60    0.0001    4.074981E+10
0.70    0.0001    2.396525E+10
0.80    0.0001    1.480874E+10
0.90    0.0001    9.909288E+09
1.00    0.0001    6.941943E+09
1.10    0.0001    5.259006E+09
1.20    0.0001    4.036762E+09
1.30    0.0001    3.160648E+09
1.40    0.0001    2.531735E+09
1.50    0.0001    2.061874E+09
1.60    0.0001    1.682744E+09
1.80    0.0001    1.188816E+09
2.00    0.0001    8.746272E+08
2.20    0.0001    7.366024E+08
2.40    0.0001    6.203593E+08
2.60    0.0001    4.975123E+08
2.80    0.0001    4.053463E+08
3.00    0.0001    3.360551E+08
3.30    0.0001    2.591018E+08
3.60    0.0001    2.055238E+08
4.00    0.0001    1.571347E+08
4.50    0.0001    1.175507E+08
5.00    0.0001    9.175730E+07
6.00    0.0001    6.112875E+07
7.00    0.0001    4.439183E+07
8.00    0.0001    3.416856E+07
9.00    0.0001    2.748527E+07
10.00   0.0001    2.288127E+07
11.00   0.0001    1.964268E+07
12.00   0.0001    1.721544E+07
13.00   0.0001    1.539169E+07
14.00   0.0001    1.392227E+07
15.00   0.0001    1.270835E+07
17.00   0.0001    1.090988E+07
20.00   0.0001    9.099970E+06
25.00   0.0001    7.300377E+06
30.00   0.0001    6.262618E+06
40.00   0.0001    4.954033E+06
50.00   0.0001    4.233625E+06
60.00   0.0001    3.836794E+06
80.00   0.0001    2.968478E+06
0.60    0.0002    4.089473E+10
0.70    0.0002    2.419517E+10
0.80    0.0002    1.498214E+10
0.90    0.0002    1.000428E+10
1.00    0.0002    7.055501E+09
1.10    0.0002    5.234459E+09
1.20    0.0002    4.054077E+09
1.30    0.0002    3.183950E+09
1.40    0.0002    2.550149E+09
1.50    0.0002    2.069327E+09
1.60    0.0002    1.695031E+09
1.80    0.0002    1.196551E+09
2.00    0.0002    8.744444E+08
2.20    0.0002    7.280358E+08
2.40    0.0002    6.061404E+08
2.60    0.0002    4.893827E+08
2.80    0.0002    3.995436E+08
3.00    0.0002    3.323543E+08
3.30    0.0002    2.590983E+08
3.60    0.0002    2.019890E+08
4.00    0.0002    1.553323E+08
4.50    0.0002    1.164982E+08
5.00    0.0002    9.102389E+07
6.00    0.0002    6.088474E+07
7.00    0.0002    4.424616E+07
8.00    0.0002    3.411242E+07
9.00    0.0002    2.747194E+07
10.00   0.0002    2.287344E+07
11.00   0.0002    1.963288E+07
12.00   0.0002    1.722677E+07
13.00   0.0002    1.536516E+07
14.00   0.0002    1.391990E+07
15.00   0.0002    1.270203E+07
17.00   0.0002    1.087271E+07
20.00   0.0002    9.110266E+06
25.00   0.0002    7.332869E+06
30.00   0.0002    6.235710E+06
40.00   0.0002    4.915677E+06
50.00   0.0002    4.340376E+06
60.00   0.0002    3.843057E+06
80.00   0.0002    2.971014E+06
0.60    0.0005    4.184752E+10
0.70    0.0005    2.478743E+10
0.80    0.0005    1.544601E+10
0.90    0.0005    1.029748E+10
1.00    0.0005    7.114261E+09
1.10    0.0005    5.388081E+09
1.20    0.0005    4.134492E+09
1.30    0.0005    3.248224E+09
1.40    0.0005    2.596654E+09
1.50    0.0005    2.096051E+09
1.60    0.0005    1.724858E+09
1.80    0.0005    1.202824E+09
2.00    0.0005    8.747426E+08
2.20    0.0005    7.389190E+08
2.40    0.0005    6.241850E+08
2.60    0.0005    4.921217E+08
2.80    0.0005    4.001482E+08
3.00    0.0005    3.280398E+08
3.30    0.0005    2.524115E+08
3.60    0.0005    1.999862E+08
4.00    0.0005    1.528443E+08
4.50    0.0005    1.149331E+08
5.00    0.0005    9.035410E+07
6.00    0.0005    6.049430E+07
7.00    0.0005    4.404137E+07
8.00    0.0005    3.400683E+07
9.00    0.0005    2.741352E+07
10.00   0.0005    2.283615E+07
11.00   0.0005    1.960716E+07
12.00   0.0005    1.720434E+07
13.00   0.0005    1.536098E+07
14.00   0.0005    1.390930E+07
15.00   0.0005    1.272235E+07
17.00   0.0005    1.090568E+07
20.00   0.0005    9.097055E+06
25.00   0.0005    7.597746E+06
30.00   0.0005    6.325002E+06
40.00   0.0005    4.775419E+06
50.00   0.0005    3.858378E+06
60.00   0.0005    3.356205E+06
80.00   0.0005    2.961981E+06
0.60    0.001    4.309769E+10
0.70    0.001    2.560124E+10
0.80    0.001    1.607527E+10
0.90    0.001    1.066974E+10
1.00    0.001    7.309108E+09
1.10    0.001    5.568986E+09
1.20    0.001    4.286296E+09
1.30    0.001    3.346179E+09
1.40    0.001    2.677417E+09
1.50    0.001    2.169727E+09
1.60    0.001    1.749777E+09
1.80    0.001    1.213750E+09
2.00    0.001    8.764930E+08
2.20    0.001    7.536550E+08
2.40    0.001    6.480324E+08
2.60    0.001    5.043092E+08
2.80    0.001    4.077945E+08
3.00    0.001    3.358152E+08
3.30    0.001    2.581788E+08
3.60    0.001    2.024980E+08
4.00    0.001    1.541903E+08
4.50    0.001    1.157621E+08
5.00    0.001    9.043788E+07
6.00    0.001    6.068297E+07
7.00    0.001    4.422782E+07
8.00    0.001    3.414536E+07
9.00    0.001    2.744353E+07
10.00   0.001    2.278387E+07
11.00   0.001    1.951705E+07
12.00   0.001    1.712953E+07
13.00   0.001    1.530549E+07
14.00   0.001    1.387445E+07
15.00   0.001    1.266744E+07
17.00   0.001    1.085886E+07
20.00   0.001    9.065372E+06
25.00   0.001    7.285172E+06
30.00   0.001    6.260046E+06
40.00   0.001    4.668788E+06
50.00   0.001    3.774774E+06
60.00   0.001    3.329516E+06
80.00   0.001    2.947757E+06
0.60    0.002    4.515152E+10
0.70    0.002    2.715787E+10
0.80    0.002    1.708128E+10
0.90    0.002    1.133400E+10
1.00    0.002    7.974438E+09
1.10    0.002    5.890602E+09
1.20    0.002    4.533046E+09
1.30    0.002    3.562532E+09
1.40    0.002    2.812123E+09
1.50    0.002    2.270916E+09
1.60    0.002    1.807055E+09
1.80    0.002    1.261517E+09
2.00    0.002    9.031310E+08
2.20    0.002    7.774244E+08
2.40    0.002    6.692149E+08
2.60    0.002    5.324959E+08
2.80    0.002    4.253015E+08
3.00    0.002    3.508113E+08
3.30    0.002    2.680038E+08
3.60    0.002    2.117213E+08
4.00    0.002    1.612002E+08
4.50    0.002    1.206464E+08
5.00    0.002    9.358907E+07
6.00    0.002    6.200767E+07
7.00    0.002    4.480837E+07
8.00    0.002    3.430857E+07
9.00    0.002    2.748609E+07
10.00   0.002    2.278915E+07
11.00   0.002    1.944126E+07
12.00   0.002    1.697439E+07
13.00   0.002    1.517196E+07
14.00   0.002    1.371792E+07
15.00   0.002    1.258216E+07
17.00   0.002    1.078845E+07
20.00   0.002    8.956553E+06
25.00   0.002    7.237735E+06
30.00   0.002    6.104631E+06
40.00   0.002    4.529152E+06
50.00   0.002    3.632498E+06
60.00   0.002    3.288962E+06
80.00   0.002    2.919349E+06
0.60    0.004    5.749880E+10
0.70    0.004    3.238510E+10
0.80    0.004    1.955660E+10
0.90    0.004    1.253510E+10
1.00    0.004    8.413460E+09
1.10    0.004    5.929270E+09
1.20    0.004    4.265010E+09
1.30    0.004    3.164800E+09
1.40    0.004    2.518820E+09
1.50    0.004    1.998140E+09
1.60    0.004    1.628960E+09
1.80    0.004    1.349069E+09
2.00    0.004    1.117270E+09
2.20    0.004    8.637512E+08
2.40    0.004    6.828906E+08
2.60    0.004    5.500676E+08
2.80    0.004    4.501722E+08
3.00    0.004    3.735500E+08
3.30    0.004    2.956709E+08
3.60    0.004    2.388414E+08
4.00    0.004    1.844430E+08
4.50    0.004    1.418071E+08
5.00    0.004    1.120920E+08
6.00    0.004    7.674330E+07
7.00    0.004    5.639450E+07
8.00    0.004    4.393265E+07
9.00    0.004    3.524750E+07
10.00   0.004    2.939909E+07
11.00   0.004    2.494914E+07
12.00   0.004    2.147750E+07
13.00   0.004    1.900250E+07
14.00   0.004    1.696604E+07
15.00   0.004    1.526680E+07
17.00   0.004    1.296102E+07
20.00   0.004    1.047870E+07
25.00   0.004    8.301872E+06
30.00   0.004    6.863500E+06
40.00   0.004    5.444450E+06
50.00   0.004    4.721080E+06
60.00   0.004    4.201990E+06
80.00   0.004    3.720178E+06
0.60    0.008    6.960220E+10
0.70    0.008    3.895520E+10
0.80    0.008    2.360380E+10
0.90    0.008    1.510570E+10
1.00    0.008    1.009440E+10
1.10    0.008    7.000370E+09
1.20    0.008    4.972480E+09
1.30    0.008    3.630130E+09
1.40    0.008    2.845220E+09
1.50    0.008    2.277190E+09
1.60    0.008    1.839760E+09
1.80    0.008    1.532629E+09
2.00    0.008    1.276770E+09
2.20    0.008    9.894328E+08
2.40    0.008    7.839730E+08
2.60    0.008    6.294768E+08
2.80    0.008    5.110681E+08
3.00    0.008    4.209440E+08
3.30    0.008    3.267925E+08
3.60    0.008    2.593543E+08
4.00    0.008    1.960410E+08
4.50    0.008    1.486510E+08
5.00    0.008    1.160550E+08
6.00    0.008    7.771040E+07
7.00    0.008    5.626340E+07
8.00    0.008    4.340308E+07
9.00    0.008    3.452290E+07
10.00   0.008    2.881667E+07
11.00   0.008    2.447175E+07
12.00   0.008    2.107980E+07
13.00   0.008    1.862578E+07
14.00   0.008    1.660916E+07
15.00   0.008    1.492850E+07
17.00   0.008    1.259308E+07
20.00   0.008    1.009710E+07
25.00   0.008    8.033022E+06
30.00   0.008    6.663930E+06
40.00   0.008    5.310790E+06
50.00   0.008    4.685214E+06
60.00   0.008    4.229190E+06
80.00   0.008    3.767717E+06
0.60    0.02    8.475470E+10
0.70    0.02    4.875590E+10
0.80    0.02    2.917480E+10
0.90    0.02    1.858620E+10
1.00    0.02    1.235710E+10
1.10    0.02    8.575190E+09
1.20    0.02    6.026040E+09
1.30    0.02    4.501370E+09
1.40    0.02    3.461680E+09
1.50    0.02    2.783040E+09
1.60    0.02    2.234440E+09
1.80    0.02    1.540380E+09
2.00    0.02    1.304742E+09
2.20    0.02    1.105150E+09
2.40    0.02    8.758842E+08
2.60    0.02    7.021360E+08
2.80    0.02    5.681876E+08
3.00    0.02    4.665600E+08
3.30    0.02    3.558033E+08
3.60    0.02    2.778182E+08
4.00    0.02    2.058980E+08
4.50    0.02    1.521454E+08
5.00    0.02    1.160710E+08
6.00    0.02    7.521410E+07
7.00    0.02    5.348400E+07
8.00    0.02    4.063126E+07
9.00    0.02    3.188410E+07
10.00   0.02    2.634211E+07
11.00   0.02    2.216344E+07
12.00   0.02    1.893020E+07
13.00   0.02    1.670044E+07
14.00   0.02    1.487087E+07
15.00   0.02    1.334820E+07
17.00   0.02    1.133752E+07
20.00   0.02    9.171730E+06
25.00   0.02    7.362519E+06
30.00   0.02    6.152600E+06
40.00   0.02    5.147500E+06
50.00   0.02    4.568342E+06
60.00   0.02    4.143850E+06
80.00   0.02    3.707899E+06
0.60    0.05    7.828670E+10
0.70    0.05    4.477700E+10
0.80    0.05    2.704090E+10
0.90    0.05    1.723690E+10
1.00    0.05    1.100030E+10
1.10    0.05    7.595510E+09
1.20    0.05    5.563090E+09
1.30    0.05    4.151050E+09
1.40    0.05    3.321870E+09
1.50    0.05    2.606700E+09
1.60    0.05    2.082250E+09
1.80    0.05    1.556571E+09
2.00    0.05    1.287450E+09
2.20    0.05    9.791176E+08
2.40    0.05    7.625912E+08
2.60    0.05    6.025878E+08
2.80    0.05    4.819459E+08
3.00    0.05    3.914470E+08
3.30    0.05    2.951190E+08
3.60    0.05    2.280358E+08
4.00    0.05    1.668750E+08
4.50    0.05    1.208115E+08
5.00    0.05    9.049420E+07
6.00    0.05    5.736900E+07
7.00    0.05    4.006940E+07
8.00    0.05    3.015177E+07
9.00    0.05    2.346270E+07
10.00   0.05    1.939455E+07
11.00   0.05    1.632563E+07
12.00   0.05    1.395000E+07
13.00   0.05    1.236856E+07
14.00   0.05    1.106468E+07
15.00   0.05    9.974650E+06
17.00   0.05    8.549192E+06
20.00   0.05    6.997840E+06
25.00   0.05    6.011085E+06
30.00   0.05    5.309062E+06
40.00   0.05    4.364300E+06
50.00   0.05    3.946159E+06
60.00   0.05    3.634430E+06
80.00   0.05    3.353454E+06
