# Units are Msun
# M_init	zn60	zn61	zn62	zn63	zn64	zn65	zn66	zn67	zn68	zn69	zn70	zn71	
8	0	0	0	0	0	0	0	0	0	0	0	0	
13	1.8642e-24	3.1800e-23	6.0772e-04	2.6762e-09	1.6565e-05	5.9545e-07	2.7538e-06	1.8706e-08	1.3329e-07	1.3592e-11	6.6210e-09	4.3892e-18	
15	1.9196e-25	1.1775e-35	4.2816e-04	6.0240e-10	8.8845e-07	1.3456e-07	1.2223e-06	1.9692e-08	1.5130e-07	1.3108e-11	1.0620e-08	1.0700e-24	
20	7.7506e-24	8.7764e-25	5.4872e-04	1.6578e-09	6.8291e-06	4.7789e-07	2.1325e-06	2.3578e-08	1.7169e-07	2.0469e-11	2.3774e-08	7.4481e-21	
25	3.6260e-21	9.1138e-21	4.8038e-04	1.9866e-08	3.0092e-05	7.0660e-07	2.7881e-06	1.8849e-07	1.0574e-06	4.0417e-10	2.7851e-09	8.3667e-17	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0761e-08	3.6267e-34	6.3669e-09	9.4983e-10	4.4085e-09	0.0000e+00	1.5007e-10	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2906e-08	8.1749e-32	7.6359e-09	1.1391e-09	5.2871e-09	0.0000e+00	1.7996e-10	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.8175e-08	1.2856e-31	1.0753e-08	1.6041e-09	7.4455e-09	0.0000e+00	2.5344e-10	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.4679e-08	3.0367e-28	1.7401e-08	2.8996e-09	1.4888e-08	0.0000e+00	3.1490e-10	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.1034e-08	3.7540e-23	1.8417e-08	2.7540e-09	1.2794e-08	0.0000e+00	4.3193e-10	0.0000e+00	
