# Units are Msun
# M_init	sc41	sc42	sc43	sc44	sc45	sc46	sc47	sc48	sc49	
8	0	0	0	0	0	0	0	0	0	
13	4.4074e-50	9.9564e-43	2.6959e-08	4.8351e-09	1.7948e-06	2.9375e-09	9.2442e-10	2.7823e-10	1.4123e-12	
15	1.4286e-49	1.1636e-43	8.2315e-08	2.7159e-07	1.5898e-05	1.8698e-06	4.1840e-07	4.9571e-08	2.2339e-11	
20	7.0528e-45	1.3789e-40	2.8523e-08	3.4402e-09	4.3215e-07	2.9024e-09	1.9472e-09	1.0840e-09	8.4479e-12	
25	1.0951e-42	8.5362e-40	3.0479e-08	1.4666e-09	4.1255e-07	9.2156e-09	1.0120e-09	8.4877e-11	2.0135e-13	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.0534e-10	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.2598e-10	6.1314e-39	0.0000e+00	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0224e-09	1.4870e-41	0.0000e+00	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5190e-09	1.0485e-31	1.0517e-36	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7502e-09	5.9714e-25	2.2962e-33	0.0000e+00	0.0000e+00	
