# Units are Msun
# M_init	ca40	ca41	ca42	ca43	ca44	ca45	ca46	ca47	ca48	ca49	
8	0	0	0	0	0	0	0	0	0	0	
13	1.6146e-02	2.7408e-05	1.5639e-04	1.8307e-07	2.1177e-07	3.8809e-09	2.6224e-09	2.5936e-10	3.0538e-09	2.0637e-19	
15	1.4846e-02	5.7489e-05	2.5286e-04	1.6008e-05	2.0572e-05	1.1924e-06	4.4380e-07	1.2299e-08	3.7866e-09	1.9358e-19	
20	1.1941e-02	1.4204e-05	9.5337e-05	1.9571e-07	2.0296e-07	7.0814e-09	6.0056e-09	1.1221e-09	4.6971e-09	4.0388e-19	
25	1.4777e-02	1.0742e-05	2.1068e-05	1.3076e-07	3.0830e-07	2.1664e-08	6.9587e-09	9.7926e-11	5.4596e-09	1.5253e-17	
30	1.8087e-06	1.0562e-20	1.2675e-08	2.7076e-09	4.2811e-08	0.0000e+00	8.5823e-11	0.0000e+00	4.1867e-09	0.0000e+00	
40	2.1691e-06	1.3313e-20	1.5201e-08	3.2472e-09	5.1343e-08	4.8095e-38	1.0293e-10	0.0000e+00	5.0210e-09	0.0000e+00	
60	3.0547e-06	4.5918e-20	2.1406e-08	4.5728e-09	7.2303e-08	5.9343e-39	1.4494e-10	0.0000e+00	7.0708e-09	0.0000e+00	
80	3.7969e-06	3.7430e-10	2.7870e-08	6.0157e-09	9.1859e-08	1.0420e-31	1.8031e-10	1.3800e-36	8.7986e-09	0.0000e+00	
120	5.2060e-06	4.1015e-11	3.6531e-08	7.8055e-09	1.2329e-07	4.3227e-24	2.4714e-10	7.0883e-34	1.2051e-08	0.0000e+00	
