he4 	 2.300e-01 
he3 	 8.146e-05 
c12 	 8.433e-03 
n14 	 3.073e-03 
o16 	 2.668e-02 
c13 	 1.015e-04 
n15 	 1.213e-05 
o17 	 1.081e-05 
o18 	 6.027e-05 
f19 	 1.127e-06 
ne20 	 4.503e-03 
ne21 	 1.148e-05 
ne22 	 3.621e-04 
na23 	 9.287e-05 
mg24 	 1.432e-03 
mg25 	 1.882e-04 
mg26 	 2.158e-04 
al27 	 1.613e-04 
si28 	 1.816e-03 
si29 	 9.529e-05 
si30 	 6.542e-05 
p31 	 2.268e-05 
s32 	 1.101e-03 
s33 	 8.961e-06 
s34 	 5.190e-05 
s36 	 2.609e-07 
cl35 	 7.042e-06 
cl37 	 2.377e-06 
ar36 	 2.153e-04 
ar38 	 4.278e-05 
ar40 	 7.034e-08 
k39 	 9.648e-06 
k41 	 7.318e-07 
ca40 	 1.666e-04 
ca42 	 1.167e-06 
ca43 	 2.496e-07 
ca44 	 3.947e-06 
ca46 	 7.768e-09 
sc45 	 1.083e-07 
ti46 	 6.213e-07 
ti47 	 5.788e-07 
ti48 	 5.980e-06 
ti49 	 4.550e-07 
ti50 	 4.572e-07 
v51 	 1.048e-06 
cr50 	 2.065e-06 
cr52 	 4.139e-05 
cr53 	 4.784e-06 
cr54 	 1.212e-06 
mn55 	 3.696e-05 
fe54 	 1.983e-04 
fe56 	 3.251e-03 
fe57 	 7.941e-05 
fe58 	 1.028e-05 
co59 	 9.340e-06 
ni58 	 1.375e-04 
ni60 	 5.446e-05 
ni61 	 2.390e-06 
ni62 	 7.721e-06 
ni64 	 2.022e-06 
cu63 	 1.600e-06 
cu65 	 7.362e-07 
zn64 	 2.760e-06 
zn66 	 1.635e-06 
zn67 	 2.437e-07 
zn68 	 1.129e-06 
zn70 	 3.841e-08 
ga69 	 1.102e-07 
ga71 	 7.543e-08 
ge70 	 1.202e-07 
ge72 	 1.651e-07 
ge73 	 4.767e-08 
ge74 	 2.260e-07 
as75 	 3.463e-08 
se74 	 2.865e-09 
se76 	 2.995e-08 
se77 	 2.546e-08 
se78 	 8.066e-08 
se80 	 1.739e-07 
br79 	 3.324e-08 
br81 	 3.315e-08 
kr80 	 5.624e-09 
kr82 	 2.970e-08 
kr83 	 3.012e-08 
kr84 	 1.519e-07 
kr86 	 4.742e-08 
rb85 	 3.062e-08 
sr84 	 7.802e-10 
sr86 	 1.404e-08 
sr87 	 9.242e-09 
sr88 	 1.202e-07 
y89 	 2.906e-08 
zr90 	 3.716e-08 
zr91 	 8.194e-09 
zr92 	 1.269e-08 
zr94 	 1.309e-08 
nb93 	 4.567e-09 
mo92 	 2.447e-09 
mo94 	 1.561e-09 
mo95 	 2.713e-09 
mo96 	 2.870e-09 
mo97 	 1.665e-09 
mo98 	 3.720e-07 
