# Units are Msun
# M_init	pr41	
8	0	
13	6.8080e-13	
15	9.5659e-13	
20	1.0005e-12	
25	1.1598e-12	
30	1.2595e-12	
40	8.3864e-12	
60	9.8396e-12	
80	1.4318e-11	
120	2.4621e-11	
