# Units are Msun
# M_init	n14	n15	
8	0	0	
13	1.8905e-08	3.5004e-11	
15	4.0560e-08	7.9080e-11	
20	1.4900e-07	3.5016e-10	
25	2.7124e-07	6.1650e-10	
30	1.3955e-08	3.4318e-11	
40	2.2216e-08	5.4631e-11	
60	3.9799e-08	9.7875e-11	
80	6.8764e-08	1.6911e-10	
120	2.3720e-07	5.8330e-10	
