# Units are Msun
# M_init	zn60	zn61	zn62	zn63	zn64	zn65	zn66	zn67	zn68	zn69	zn70	zn71	
8	0	0	0	0	0	0	0	0	0	0	0	0	
13	3.0605e-23	8.7418e-25	5.5362e-04	3.6404e-08	5.2146e-05	6.7671e-07	2.5549e-06	1.0813e-08	4.9870e-08	2.5755e-13	9.9411e-11	1.2639e-23	
15	7.0054e-21	8.4584e-23	6.7094e-04	6.4292e-09	1.5391e-05	6.7773e-07	3.3196e-06	1.3028e-08	5.7478e-08	1.7028e-12	1.5845e-10	4.1015e-22	
20	5.0024e-22	4.1460e-23	5.5959e-04	2.1145e-08	2.6941e-05	5.3540e-07	2.4410e-06	3.8785e-08	2.1225e-07	3.3233e-11	1.9008e-09	1.4549e-22	
25	4.2627e-22	2.4415e-23	5.0045e-04	3.2119e-08	6.1939e-05	9.2937e-07	2.6375e-06	7.0044e-08	2.5423e-07	3.3116e-11	6.0802e-10	5.9508e-18	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9236e-09	1.9808e-20	1.1381e-09	1.6978e-10	7.8800e-10	0.0000e+00	2.6821e-11	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2807e-08	5.3937e-32	7.5771e-09	1.1304e-09	5.2465e-09	0.0000e+00	1.7859e-10	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5026e-08	4.2313e-32	8.8901e-09	1.3262e-09	6.1556e-09	0.0000e+00	2.0953e-10	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.1865e-08	1.1495e-31	1.2937e-08	1.9299e-09	8.9576e-09	0.0000e+00	3.0491e-10	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.7638e-08	1.0144e-30	2.2283e-08	3.3265e-09	1.5435e-08	0.0000e+00	5.2427e-10	0.0000e+00	
