# Units are Msun
# M_init	sc41	sc42	sc43	sc44	sc45	sc46	sc47	sc48	sc49	
8	0	0	0	0	0	0	0	0	0	
13	4.7816e-44	1.5328e-38	2.4348e-08	4.1344e-09	1.8785e-07	9.1070e-10	4.5687e-11	1.4859e-11	1.5549e-14	
15	1.4578e-47	4.4895e-40	4.9742e-08	2.0611e-08	7.3043e-07	1.5418e-09	1.2556e-10	2.4463e-11	6.2986e-14	
20	7.6797e-48	5.4433e-41	2.1547e-08	8.2796e-10	2.3363e-07	1.7801e-09	1.8246e-09	6.1982e-11	1.1376e-13	
25	7.1742e-47	3.6883e-40	3.3201e-08	9.0205e-10	3.4162e-07	3.0418e-09	3.0191e-10	5.2442e-11	4.0491e-14	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0825e-10	4.5285e-42	0.0000e+00	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.2039e-10	2.5245e-39	0.0000e+00	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.4522e-10	4.8407e-37	8.8657e-41	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2300e-09	2.7773e-36	5.0394e-40	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.1197e-09	9.5618e-35	1.4206e-38	0.0000e+00	0.0000e+00	
