# Units are Msun
# M_init	cr48	cr49	cr50	cr51	cr52	cr53	cr54	cr55	
8	0	0	0	0	0	0	0	0	
13	6.6098e-05	9.2607e-09	1.3948e-04	1.3366e-05	1.3742e-05	2.4567e-08	5.9151e-08	1.2280e-15	
15	1.1321e-04	3.6425e-08	5.0511e-04	7.8296e-05	9.6830e-05	4.2346e-07	3.4176e-07	1.6158e-16	
20	8.9971e-05	7.7760e-09	8.3078e-05	9.3176e-06	1.1170e-05	3.5436e-08	1.0520e-07	2.2893e-16	
25	9.4112e-05	5.4701e-09	1.6341e-05	1.5773e-06	1.2345e-06	2.8600e-08	5.3413e-08	1.8334e-15	
30	0.0000e+00	0.0000e+00	9.0312e-09	1.7612e-28	1.8113e-07	2.0933e-08	5.3090e-09	0.0000e+00	
40	0.0000e+00	0.0000e+00	1.0831e-08	1.4469e-28	2.1722e-07	2.5104e-08	6.3669e-09	0.0000e+00	
60	0.0000e+00	0.0000e+00	1.5253e-08	1.0930e-28	3.0590e-07	3.5354e-08	8.9663e-09	0.0000e+00	
80	0.0000e+00	0.0000e+00	1.8951e-08	1.0598e-24	3.8042e-07	4.3958e-08	1.1460e-08	0.0000e+00	
120	0.0000e+00	0.0000e+00	2.5994e-08	1.2663e-22	5.2135e-07	6.0250e-08	1.5295e-08	0.0000e+00	
