# Units are Msun
# M_init	ge64	ge65	ge66	ge67	ge68	ge69	ge70	ge71	ge72	ge73	ge74	ge75	ge76	ge77	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	1.9550e-32	2.9913e-38	1.3367e-06	4.5216e-15	7.4981e-09	3.5472e-12	3.7694e-08	1.4144e-09	4.7098e-08	1.2579e-08	8.5474e-08	3.4603e-11	1.2229e-08	3.2343e-10	
15	3.5729e-47	1.4784e-48	5.5463e-07	1.6755e-15	5.3646e-09	8.0843e-12	4.4126e-08	1.4253e-09	5.4118e-08	1.3067e-08	9.7880e-08	2.9076e-11	9.3251e-09	6.4432e-09	
20	1.7797e-34	1.2923e-37	1.0115e-06	7.3251e-15	3.9248e-08	1.6782e-11	4.7908e-08	2.7093e-09	6.1223e-08	1.4759e-08	1.0538e-07	3.6747e-11	2.1840e-08	5.4859e-09	
25	9.0947e-28	1.4868e-34	9.2632e-07	6.5234e-14	1.2910e-07	2.3058e-09	4.2087e-07	4.6545e-08	3.2107e-07	9.6731e-08	4.4682e-07	6.3512e-10	2.8206e-09	1.0135e-11	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.2056e-10	0.0000e+00	8.4349e-10	2.4005e-10	1.1421e-09	0.0000e+00	2.4602e-10	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.4422e-10	2.2529e-40	1.0116e-09	2.8788e-10	1.3697e-09	0.0000e+00	2.9506e-10	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0480e-09	0.0000e+00	1.4246e-09	4.0541e-10	1.9288e-09	0.0000e+00	4.1551e-10	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6183e-09	7.1817e-32	3.1490e-09	8.8685e-10	4.6000e-09	0.0000e+00	5.1628e-10	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.8087e-09	3.9547e-28	2.4490e-09	6.9665e-10	3.3165e-09	0.0000e+00	7.0816e-10	0.0000e+00	
