# Units are Msun
# M_init	ga62	ga63	ga64	ga65	ga66	ga67	ga68	ga69	ga70	ga71	ga72	
8	0	0	0	0	0	0	0	0	0	0	0	
13	1.0739e-59	4.3509e-33	1.8331e-24	1.2741e-13	6.8172e-06	1.9061e-08	1.8338e-12	2.3184e-08	4.3049e-12	2.4729e-08	8.8170e-10	
15	1.1438e-59	2.8850e-39	3.5098e-36	2.8230e-14	2.8286e-06	7.1054e-09	1.1215e-12	2.7087e-08	1.4147e-14	3.1538e-08	2.9418e-09	
20	1.7138e-59	8.1901e-34	2.5691e-26	1.3151e-13	5.1253e-06	2.3469e-08	6.6440e-12	2.9359e-08	1.8935e-13	3.3574e-08	3.6345e-09	
25	9.8088e-60	1.2164e-27	2.1778e-21	2.6738e-13	4.6516e-06	3.4899e-08	2.4162e-10	1.8650e-07	6.4567e-11	1.0582e-07	3.7402e-09	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.3308e-10	0.0000e+00	2.9576e-10	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.1939e-10	0.0000e+00	3.5469e-10	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.3142e-10	0.0000e+00	4.9950e-10	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.7602e-09	0.0000e+00	1.4622e-09	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2621e-09	0.0000e+00	8.6509e-10	0.0000e+00	
