# Units are Msun
# M_init	cr50	cr52	cr53	cr54	
8	0	0	0	0	
13	7.4708e-04	9.8949e-04	2.2517e-04	6.5816e-06	
15	1.2219e-03	1.2769e-03	2.3559e-04	6.1887e-06	
20	1.2213e-04	6.6207e-04	8.7291e-05	1.1239e-05	
25	5.7756e-05	4.9386e-04	3.9811e-05	6.8631e-06	
30	8.3977e-05	5.7774e-04	4.8560e-05	1.0433e-05	
40	7.5907e-05	5.5662e-04	4.5866e-05	9.5985e-06	
60	1.4342e-04	6.4922e-04	6.1373e-05	1.2404e-05	
80	1.8395e-04	7.0905e-04	6.9607e-05	1.4378e-05	
120	2.4373e-04	6.6276e-04	7.0618e-05	1.7210e-05	
