# Units are Msun
# M_init	ge64	ge65	ge66	ge67	ge68	ge69	ge70	ge71	ge72	ge73	ge74	ge75	ge76	ge77	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	1.7907e-34	1.6008e-35	1.0349e-06	9.4789e-15	3.0186e-08	6.5589e-09	1.4354e-05	1.2824e-06	1.5612e-05	2.5738e-06	1.2744e-05	3.6077e-09	3.0983e-06	7.4717e-07	
15	5.5089e-32	4.8860e-31	1.5707e-14	1.9304e-17	4.2123e-08	1.0753e-08	4.1205e-05	3.8022e-06	5.0134e-05	8.6123e-06	5.3029e-05	3.1673e-08	2.4151e-05	2.1106e-06	
20	4.0742e-32	4.1953e-32	1.0887e-06	9.2153e-15	1.8603e-07	4.4801e-08	5.4776e-05	5.2793e-06	5.5198e-05	6.9838e-06	3.5341e-05	6.3958e-09	8.4707e-06	2.0299e-06	
25	1.7286e-31	1.8737e-31	1.0208e-06	1.3838e-14	1.7171e-07	4.1228e-08	6.2037e-05	5.0853e-06	6.0273e-05	1.1750e-05	6.3222e-05	2.7287e-08	6.7458e-06	3.4975e-08	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.0657e-07	3.5638e-32	1.2199e-06	3.4737e-07	1.6615e-06	0.0000e+00	3.5535e-07	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2723e-06	5.2998e-32	1.7058e-06	4.8584e-07	2.3281e-06	0.0000e+00	4.9658e-07	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9890e-06	5.1029e-32	2.6381e-06	7.5195e-07	3.6229e-06	0.0000e+00	7.6649e-07	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.7688e-06	1.6013e-31	3.5867e-06	1.0197e-06	4.9406e-06	0.0000e+00	1.0297e-06	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.6466e-06	3.3819e-32	6.0562e-06	1.7224e-06	8.3404e-06	0.0000e+00	1.7478e-06	0.0000e+00	
