# Units are Msun
# M_init	zn60	zn61	zn62	zn63	zn64	zn65	zn66	zn67	zn68	zn69	zn70	zn71	
8	0	0	0	0	0	0	0	0	0	0	0	0	
13	3.8205e-22	1.9866e-24	5.6415e-04	1.2613e-09	3.3161e-05	5.7399e-06	1.1113e-04	9.2015e-06	5.5688e-05	9.0693e-09	1.6602e-05	6.5361e-19	
15	5.0112e-23	1.9621e-21	7.1271e-08	1.6149e-12	4.1563e-05	7.0534e-06	2.0266e-04	2.4137e-05	1.9140e-04	4.5141e-08	5.0197e-05	2.6823e-18	
20	3.8188e-22	2.0734e-22	5.6587e-04	1.1436e-09	6.5882e-05	1.2328e-05	3.1903e-04	2.1850e-05	1.3541e-04	1.8754e-08	4.2495e-05	1.1144e-17	
25	4.3262e-22	2.9528e-21	5.5455e-04	1.6029e-09	1.0756e-04	2.0462e-05	3.2520e-04	4.4913e-05	2.6904e-04	3.4321e-08	1.0452e-05	1.5820e-17	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5546e-05	2.0045e-27	9.2115e-06	1.3904e-06	6.4191e-06	0.0000e+00	2.1678e-07	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.1728e-05	5.9509e-27	1.2882e-05	1.9525e-06	8.9982e-06	0.0000e+00	3.0294e-07	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.3560e-05	5.8996e-27	1.9930e-05	3.0594e-06	1.4021e-05	0.0000e+00	4.6768e-07	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.5758e-05	1.2886e-26	2.7116e-05	4.2028e-06	1.9233e-05	0.0000e+00	6.2844e-07	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.7039e-05	1.3126e-27	4.5829e-05	7.0799e-06	3.2405e-05	0.0000e+00	1.0667e-06	0.0000e+00	
