h1                           * symbol name            
  2.5136E+01  2.7830E+00
  3.0163E+01  4.3450E+00
  3.5190E+01  5.5550E+00
  4.0217E+01  6.2010E+00
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  3.0000E-04
  1.5000E+00  9.4000E-04
  1.7500E+00  1.1500E-03
  2.0000E+00  1.3500E-03
  2.5000E+00  1.7600E-03
  3.0000E+00  2.1200E-03
  4.0000E+00  3.1000E-03
  5.0000E+00  2.0000E-04
  6.0000E+00  5.0000E-02
  7.0000E+00  5.0000E-02
  8.0000E+00  1.0000E-01
  1.0000E+01  1.2000E-01
  1.1065E+01  1.4180E-01    
  1.2065E+01  1.4180E-01
  1.3071E+01  2.1000E-01
  1.5081E+01  4.2340E-01
  1.8098E+01  9.5200E-01
  1.9098E+01  9.5200E-01
  2.0109E+01  1.6150E+00
  2.2119E+01  1.9370E+00
  2.5136E+01  2.8330E+00
  3.0163E+01  4.4460E+00
  3.5190E+01  5.6520E+00
  4.0217E+01  6.1910E+00
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  3.0000E-04
  1.5000E+00  9.4000E-04
  1.7500E+00  1.1500E-03
  2.0000E+00  1.3500E-03
  2.5000E+00  1.7600E-03
  3.0000E+00  2.1200E-03
  4.0000E+00  3.1000E-03
  5.0000E+00  2.0000E-04
  6.0000E+00  5.0000E-02
  7.0000E+00  5.0000E-02
  8.0000E+00  1.0000E-01
  1.0000E+01  1.2000E-01
  1.1065E+01  1.4550E-01    
  1.2065E+01  1.4550E-01
  1.3071E+01  2.9000E-01
  1.5081E+01  5.5530E-01
  1.8098E+01  9.9350E-01
  1.9109E+01  1.5250E+00
  2.0109E+01  1.5250E+00
  2.2119E+01  2.1190E+00
  2.5136E+01  2.9030E+00
  3.0163E+01  4.4150E+00
  3.5190E+01  5.7750E+00
  4.0217E+01  6.2520E+00
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  3.0000E-04
  1.5000E+00  9.4000E-04
  1.7500E+00  1.1500E-03
  2.0000E+00  1.3500E-03
  2.5000E+00  1.7600E-03
  3.0000E+00  2.1200E-03
  4.0000E+00  3.1000E-03
  5.0000E+00  2.0000E-04
  6.0000E+00  5.0000E-02
  7.0000E+00  5.0000E-02
  8.0000E+00  1.0000E-01
  1.0000E+01  1.2000E-01
  1.1060E+01  1.3570E-01    
  1.2065E+01  2.1010E-01
  1.3071E+01  2.7220E-01
  1.5081E+01  6.7970E-01
  1.8098E+01  1.1260E+00
  1.9103E+01  1.4320E+00
  2.0109E+01  1.9380E+00
  2.2119E+01  2.3830E+00
  2.5136E+01  3.2490E+00
  3.0163E+01  4.8810E+00
  3.5190E+01  5.8230E+00
  4.0217E+01  6.0270E+00
o17                          * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.0150E-06    
  1.2065E+01  1.0150E-06
  1.3071E+01  4.7530E-08
  1.5081E+01  1.6220E-07
  1.8098E+01  1.0810E-09
  1.9000E+01  8.7620E-10
  2.0109E+01  6.7130E-10
  2.2119E+01  2.4880E-07
  2.5136E+01  7.3240E-07
  3.0163E+01  5.8030E-05
  3.5190E+01  2.1650E-07
  4.0217E+01  5.3780E-09
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  5.9550E-07    
  1.2065E+01  5.9550E-07
  1.3071E+01  6.6360E-07
  1.5081E+01  5.5110E-07
  1.8098E+01  6.2000E-07
  1.9000E+01  6.2000E-07
  2.0109E+01  1.0110E-06
  2.2119E+01  7.6330E-07
  2.5136E+01  5.0170E-07
  3.0163E+01  4.5030E-07
  3.5190E+01  4.4630E-07
  4.0217E+01  4.9000E-07
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.7920E-05    
  1.2065E+01  1.7920E-05
  1.3071E+01  1.6610E-05
  1.5081E+01  1.3840E-05
  1.8098E+01  1.1330E-05
  1.9098E+01  1.1330E-05
  2.0109E+01  1.1080E-05
  2.2119E+01  9.8920E-06
  2.5136E+01  9.1570E-06
  3.0163E+01  7.9010E-06
  3.5190E+01  6.8260E-06
  4.0217E+01  6.8090E-06
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  3.6960E-05    
  1.2065E+01  3.6960E-05
  1.3071E+01  3.8460E-05
  1.5081E+01  4.1760E-05
  1.8098E+01  4.1990E-05
  1.9109E+01  3.6500E-05
  2.0109E+01  3.6500E-05
  2.2119E+01  3.8980E-05
  2.5136E+01  3.5980E-05
  3.0163E+01  3.7790E-05
  3.5190E+01  4.2820E-05
  4.0217E+01  4.7310E-05
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  5.1910E-04    
  1.2065E+01  5.2810E-04
  1.3071E+01  5.3280E-04
  1.5081E+01  5.9230E-04
  1.8098E+01  8.2380E-04
  1.9103E+01  8.4630E-04
  2.0109E+01  8.5140E-04
  2.2119E+01  9.1640E-04
  2.5136E+01  1.0130E-03
  3.0163E+01  1.0560E-03
  3.5190E+01  1.2870E-03
  4.0217E+01  1.2250E-03
o18                          * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  8.5230E-08    
  1.2065E+01  8.5230E-08
  1.3071E+01  1.1940E-07
  1.5081E+01  2.4980E-07
  1.8098E+01  1.5690E-07
  1.9000E+01  1.3410E-07
  2.0109E+01  1.1130E-07
  2.2119E+01  2.3090E-07
  2.5136E+01  2.6020E-07
  3.0163E+01  1.0570E-06
  3.5190E+01  6.6190E-07
  4.0217E+01  3.9090E-07
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.7080E-07    
  1.2065E+01  2.7080E-07
  1.3071E+01  5.7500E-07
  1.5081E+01  7.2550E-07
  1.8098E+01  8.5210E-07
  1.9000E+01  8.5210E-07
  2.0109E+01  1.0760E-06
  2.2119E+01  7.6820E-07
  2.5136E+01  5.0230E-07
  3.0163E+01  2.0710E-07
  3.5190E+01  2.7250E-07
  4.0217E+01  6.2820E-07
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.6110E-05    
  1.2065E+01  1.6110E-05
  1.3071E+01  2.8220E-05
  1.5081E+01  4.0920E-05
  1.8098E+01  7.8800E-05
  1.9098E+01  7.8800E-05
  2.0109E+01  6.4420E-05
  2.2119E+01  2.0920E-05
  2.5136E+01  1.4380E-05
  3.0163E+01  5.9380E-06
  3.5190E+01  3.9890E-06
  4.0217E+01  1.1340E-06
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.8380E-04    
  1.2065E+01  1.8380E-04
  1.3071E+01  3.4430E-04
  1.5081E+01  4.1790E-04
  1.8098E+01  8.2590E-04
  1.9109E+01  4.0910E-04
  2.0109E+01  4.0910E-04
  2.2119E+01  1.0280E-04
  2.5136E+01  3.5700E-05
  3.0163E+01  8.1720E-05
  3.5190E+01  1.0960E-05
  4.0217E+01  8.0660E-06
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  3.4840E-03    
  1.2065E+01  8.3690E-03
  1.3071E+01  2.3070E-03
  1.5081E+01  4.5910E-03
  1.8098E+01  1.4870E-02
  1.9103E+01  1.6030E-02
  2.0109E+01  1.1830E-02
  2.2119E+01  3.8680E-03
  2.5136E+01  2.5230E-03
  3.0163E+01  5.7410E-04
  3.5190E+01  3.1000E-04
  4.0217E+01  2.3130E-04
f19                          * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.2050E-07    
  1.2065E+01  2.2050E-07
  1.3071E+01  4.1670E-06
  1.5081E+01  1.5080E-05
  1.8098E+01  1.8830E-08
  1.9000E+01  1.1790E-08
  2.0109E+01  4.7520E-09
  2.2119E+01  8.3610E-05
  2.5136E+01  5.6830E-05
  3.0163E+01  9.3360E-05
  3.5190E+01  3.6170E-05
  4.0217E+01  5.6080E-07
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  9.7660E-06    
  1.2065E+01  9.7660E-06
  1.3071E+01  9.9390E-07
  1.5081E+01  3.3820E-06
  1.8098E+01  3.9950E-05
  1.9000E+01  3.9950E-05
  2.0109E+01  3.1910E-06
  2.2119E+01  3.4980E-06
  2.5136E+01  4.6050E-06
  3.0163E+01  3.0240E-05
  3.5190E+01  5.9060E-05
  4.0217E+01  1.0220E-04
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.5710E-06    
  1.2065E+01  2.5710E-06
  1.3071E+01  2.1470E-06
  1.5081E+01  4.3450E-06
  1.8098E+01  3.1720E-05
  1.9098E+01  3.1720E-05
  2.0109E+01  3.4600E-06
  2.2119E+01  2.2630E-06
  2.5136E+01  2.7840E-06
  3.0163E+01  2.3080E-05
  3.5190E+01  7.3540E-05
  4.0217E+01  1.1310E-04
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.3900E-05    
  1.2065E+01  2.3900E-05
  1.3071E+01  1.0010E-05
  1.5081E+01  1.9180E-05
  1.8098E+01  4.7220E-05
  1.9109E+01  1.6150E-05
  2.0109E+01  1.6150E-05
  2.2119E+01  6.7970E-06
  2.5136E+01  7.4230E-06
  3.0163E+01  7.4730E-05
  3.5190E+01  1.0340E-04
  4.0217E+01  1.9730E-04
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  1.2880E-05    
  1.2065E+01  3.4660E-05
  1.3071E+01  8.8830E-06
  1.5081E+01  3.4490E-05
  1.8098E+01  9.2130E-05
  1.9103E+01  2.6420E-05
  2.0109E+01  2.8310E-05
  2.2119E+01  4.8720E-05
  2.5136E+01  1.3320E-04
  3.0163E+01  1.0750E-04
  3.5190E+01  2.2560E-04
  4.0217E+01  2.9810E-04
ne20                         * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.5490E-03    
  1.2065E+01  2.5490E-03
  1.3071E+01  3.0430E-02
  1.5081E+01  9.2760E-02
  1.8098E+01  7.7100E-04
  1.9000E+01  4.9100E-04
  2.0109E+01  2.1090E-04
  2.2119E+01  5.5690E-01
  2.5136E+01  5.0980E-01
  3.0163E+01  1.0410E+00
  3.5190E+01  3.7600E-01
  4.0217E+01  1.1030E-02
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  5.5870E-02    
  1.2065E+01  5.5870E-02
  1.3071E+01  1.0360E-02
  1.5081E+01  3.3960E-02
  1.8098E+01  2.0250E-01
  1.9000E+01  2.0250E-01
  2.0109E+01  5.8910E-02
  2.2119E+01  6.5170E-02
  2.5136E+01  8.1680E-02
  3.0163E+01  4.5080E-01
  3.5190E+01  8.2860E-01
  4.0217E+01  1.2600E+00
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  9.6350E-03    
  1.2065E+01  9.6350E-03
  1.3071E+01  2.5050E-02
  1.5081E+01  4.0200E-02
  1.8098E+01  1.8490E-01
  1.9098E+01  1.8490E-01
  2.0109E+01  5.4900E-02
  2.2119E+01  4.1360E-02
  2.5136E+01  4.4040E-02
  3.0163E+01  3.5070E-01
  3.5190E+01  9.3770E-01
  4.0217E+01  1.3160E+00
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.2110E-02    
  1.2065E+01  1.2110E-02
  1.3071E+01  4.2240E-02
  1.5081E+01  7.4600E-02
  1.8098E+01  2.0600E-01
  1.9109E+01  9.6070E-02
  2.0109E+01  9.6070E-02
  2.2119E+01  3.5890E-02
  2.5136E+01  4.4410E-02
  3.0163E+01  6.2620E-01
  3.5190E+01  8.0120E-01
  4.0217E+01  1.4610E+00
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  3.1220E-02    
  1.2065E+01  2.3160E-02
  1.3071E+01  4.4630E-02
  1.5081E+01  1.1060E-01
  1.8098E+01  2.7700E-01
  1.9103E+01  1.0650E-01
  2.0109E+01  1.0500E-01
  2.2119E+01  7.0190E-02
  2.5136E+01  3.9420E-01
  3.0163E+01  4.3160E-01
  3.5190E+01  8.8770E-01
  4.0217E+01  1.2430E+00
ne21                         * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.0680E-05    
  1.2065E+01  1.0680E-05
  1.3071E+01  6.8770E-06
  1.5081E+01  2.2430E-05
  1.8098E+01  1.2940E-06
  1.9000E+01  1.0800E-06
  2.0109E+01  8.6610E-07
  2.2119E+01  1.7120E-04
  2.5136E+01  1.5710E-04
  3.0163E+01  1.8230E-04
  3.5190E+01  1.0210E-04
  4.0217E+01  3.0420E-06
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.2020E-05    
  1.2065E+01  1.2020E-05
  1.3071E+01  2.5780E-06
  1.5081E+01  7.6960E-06
  1.8098E+01  5.8870E-05
  1.9000E+01  5.8870E-05
  2.0109E+01  5.8770E-06
  2.2119E+01  1.3810E-05
  2.5136E+01  1.5030E-05
  3.0163E+01  8.6740E-05
  3.5190E+01  1.5950E-04
  4.0217E+01  3.2620E-04
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.0380E-05    
  1.2065E+01  1.0380E-05
  1.3071E+01  1.4870E-05
  1.5081E+01  2.3510E-05
  1.8098E+01  7.4860E-05
  1.9098E+01  7.4860E-05
  2.0109E+01  1.3580E-05
  2.2119E+01  1.8320E-05
  2.5136E+01  1.5700E-05
  3.0163E+01  7.8370E-05
  3.5190E+01  2.0520E-04
  4.0217E+01  3.6800E-04
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  6.4450E-05    
  1.2065E+01  6.4450E-05
  1.3071E+01  7.2600E-05
  1.5081E+01  1.5540E-04
  1.8098E+01  1.4890E-04
  1.9109E+01  1.0290E-04
  2.0109E+01  1.0290E-04
  2.2119E+01  6.8680E-05
  2.5136E+01  3.9920E-05
  3.0163E+01  1.0350E-04
  3.5190E+01  2.4520E-04
  4.0217E+01  5.8460E-04
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  1.7810E-04    
  1.2065E+01  1.5650E-04
  1.3071E+01  5.7660E-04
  1.5081E+01  4.4860E-04
  1.8098E+01  8.3040E-04
  1.9103E+01  5.9420E-04
  2.0109E+01  3.7180E-04
  2.2119E+01  5.2100E-04
  2.5136E+01  6.2910E-04
  3.0163E+01  3.2750E-04
  3.5190E+01  8.0300E-04
  4.0217E+01  1.2600E-03
ne22                         * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  4.9710E-05    
  1.2065E+01  4.9710E-05
  1.3071E+01  1.7470E-06
  1.5081E+01  4.8540E-06
  1.8098E+01  1.3770E-07
  1.9000E+01  3.2980E-07
  2.0109E+01  1.9210E-07
  2.2119E+01  4.9170E-05
  2.5136E+01  5.3040E-05
  3.0163E+01  5.5260E-05
  3.5190E+01  4.8500E-05
  4.0217E+01  1.7720E-06
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  5.2730E-06    
  1.2065E+01  5.2730E-06
  1.3071E+01  1.3710E-06
  1.5081E+01  1.5580E-06
  1.8098E+01  1.5750E-05
  1.9000E+01  1.5750E-05
  2.0109E+01  4.1790E-06
  2.2119E+01  5.9980E-06
  2.5136E+01  8.5300E-06
  3.0163E+01  3.0690E-05
  3.5190E+01  4.6310E-05
  4.0217E+01  1.0620E-04
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.1690E-04    
  1.2065E+01  1.1690E-04
  1.3071E+01  2.8270E-05
  1.5081E+01  5.5100E-05
  1.8098E+01  2.5960E-04
  1.9098E+01  2.5960E-04
  2.0109E+01  2.4330E-04
  2.2119E+01  3.7550E-04
  2.5136E+01  4.4980E-04
  3.0163E+01  5.2490E-04
  3.5190E+01  6.2060E-04
  4.0217E+01  6.8460E-04
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
