h1                           * symbol name            
  7.0000E+00  3.4421E+00
  8.0000E+00  4.0151E+00
  1.0000E+01  5.3496E+00
  1.1060E+01  5.5910E+00    
  1.2065E+01  5.9630E+00
  1.3071E+01  6.3170E+00
  1.5081E+01  6.9790E+00
  1.8098E+01  7.8940E+00
  1.9103E+01  8.0760E+00
  2.0109E+01  8.2450E+00
  2.2119E+01  8.7940E+00
  2.5136E+01  9.3990E+00
  3.0163E+01  1.0510E+01
  3.5190E+01  1.1470E+01
  4.0217E+01  1.1100E+01
h2                           * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.1370E-05    
  1.2065E+01  1.1370E-05
  1.3071E+01  1.0040E-05
  1.5081E+01  9.9410E-06
  1.8098E+01  8.5670E-06
  1.9000E+01  7.9270E-06
  2.0109E+01  7.2860E-06
  2.2119E+01  7.2880E-06
  2.5136E+01  7.2920E-06
  3.0163E+01  7.3000E-06
  3.5190E+01  7.4870E-06
  4.0217E+01  7.4730E-06
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  4.5840E-05    
  1.2065E+01  4.5840E-05
  1.3071E+01  4.5750E-05
  1.5081E+01  4.5560E-05
  1.8098E+01  5.1370E-05
  1.9000E+01  5.1370E-05
  2.0109E+01  5.1750E-05
  2.2119E+01  5.1610E-05
  2.5136E+01  5.1790E-05
  3.0163E+01  5.7760E-05
  3.5190E+01  5.8200E-05
  4.0217E+01  6.4930E-05
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  8.6670E-05    
  1.2065E+01  8.6670E-05
  1.3071E+01  9.0610E-05
  1.5081E+01  9.2090E-05
  1.8098E+01  9.8320E-05
  1.9098E+01  9.8320E-05
  2.0109E+01  1.0380E-04
  2.2119E+01  1.0420E-04
  2.5136E+01  1.0950E-04
  3.0163E+01  1.2090E-04
  3.5190E+01  1.2560E-04
  4.0217E+01  1.3540E-04
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.0750E-04    
  1.2065E+01  1.0750E-04
  1.3071E+01  1.1080E-04
  1.5081E+01  1.1330E-04
  1.8098E+01  1.2560E-04
  1.9109E+01  1.3080E-04
  2.0109E+01  1.3080E-04
  2.2119E+01  1.3140E-04
  2.5136E+01  1.4230E-04
  3.0163E+01  1.5400E-04
  3.5190E+01  1.6000E-04
  4.0217E+01  1.7030E-04
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  7.8430E-05    
  1.2065E+01  8.2690E-05
  1.3071E+01  8.3180E-05
  1.5081E+01  8.8390E-05
  1.8098E+01  9.5660E-05
  1.9103E+01  9.9120E-05
  2.0109E+01  9.8770E-05
  2.2119E+01  1.0250E-04
  2.5136E+01  9.8090E-05
  3.0163E+01  9.4450E-05
  3.5190E+01  1.0200E-04
  4.0217E+01  8.8740E-05
he3                          * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  7.3940E-05    
  1.2065E+01  7.3940E-05
  1.3071E+01  7.8000E-05
  1.5081E+01  8.1160E-05
  1.8098E+01  8.7780E-05
  1.9000E+01  9.0720E-05
  2.0109E+01  9.3660E-05
  2.2119E+01  9.6280E-05
  2.5136E+01  1.0180E-04
  3.0163E+01  1.1170E-04
  3.5190E+01  1.2360E-04
  4.0217E+01  1.3210E-04
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.2590E-04    
  1.2065E+01  2.2590E-04
  1.3071E+01  2.3490E-04
  1.5081E+01  2.5510E-04
  1.8098E+01  2.7490E-04
  1.9000E+01  2.7490E-04
  2.0109E+01  2.9140E-04
  2.2119E+01  3.1060E-04
  2.5136E+01  3.3580E-04
  3.0163E+01  3.6920E-04
  3.5190E+01  4.1100E-04
  4.0217E+01  4.4380E-04
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  3.7030E-04    
  1.2065E+01  3.7030E-04
  1.3071E+01  3.8690E-04
  1.5081E+01  4.2790E-04
  1.8098E+01  4.8200E-04
  1.9098E+01  4.8200E-04
  2.0109E+01  5.1240E-04
  2.2119E+01  5.5200E-04
  2.5136E+01  6.0280E-04
  3.0163E+01  6.8080E-04
  3.5190E+01  7.6770E-04
  4.0217E+01  8.4470E-04
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  4.6230E-04    
  1.2065E+01  4.6230E-04
  1.3071E+01  4.8860E-04
  1.5081E+01  5.4440E-04
  1.8098E+01  6.1240E-04
  1.9109E+01  6.5800E-04
  2.0109E+01  6.5800E-04
  2.2119E+01  7.1260E-04
  2.5136E+01  7.7840E-04
  3.0163E+01  8.8990E-04
  3.5190E+01  1.0010E-03
  4.0217E+01  1.0870E-03
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  3.5320E-04    
  1.2065E+01  3.7080E-04
  1.3071E+01  3.9380E-04
  1.5081E+01  4.3220E-04
  1.8098E+01  4.8810E-04
  1.9103E+01  5.0420E-04
  2.0109E+01  5.2570E-04
  2.2119E+01  5.6420E-04
  2.5136E+01  6.2860E-04
  3.0163E+01  7.1830E-04
  3.5190E+01  7.9100E-04
  4.0217E+01  7.7350E-04
he4                          * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  1.0664E-01
  1.5000E+00  1.9804E-01
  1.7500E+00  2.4540E-01
  2.0000E+00  2.9400E-01
  2.5000E+00  4.0084E-01
  3.0000E+00  5.2172E-01
  4.0000E+00  8.0236E-01
  5.0000E+00  1.1800E+00
  6.0000E+00  1.5660E+00
  7.0000E+00  1.9550E+00
  8.0000E+00  2.3450E+00
  1.0000E+01  3.1110E+00
  1.1065E+01  3.5760E+00    
  1.2065E+01  4.0760E+00
  1.3071E+01  4.4200E+00
  1.5081E+01  4.9010E+00
  1.8098E+01  5.7040E+00
  1.9000E+01  6.0130E+00
  2.0109E+01  6.3220E+00
  2.2119E+01  7.1000E+00
  2.5136E+01  7.8230E+00
  3.0163E+01  9.2990E+00
  3.5190E+01  1.0620E+01
  4.0217E+01  1.1980E+01
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  1.0664E-01
  1.5000E+00  1.9804E-01
  1.7500E+00  2.4540E-01
  2.0000E+00  2.9400E-01
  2.5000E+00  4.0084E-01
  3.0000E+00  5.2172E-01
  4.0000E+00  8.0236E-01
  5.0000E+00  1.1800E+00
  6.0000E+00  1.5660E+00
  7.0000E+00  1.9550E+00
  8.0000E+00  2.3450E+00
  1.0000E+01  3.1110E+00
  1.1065E+01  3.4090E+00    
  1.2065E+01  3.9090E+00
  1.3071E+01  4.3130E+00
  1.5081E+01  5.0810E+00
  1.8098E+01  6.1150E+00
  1.9000E+01  6.7130E+00
  2.0109E+01  6.5770E+00
  2.2119E+01  7.4160E+00
  2.5136E+01  8.5250E+00
  3.0163E+01  1.0100E+01
  3.5190E+01  1.1830E+01
  4.0217E+01  1.3580E+01
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  1.2615E-01
  1.5000E+00  2.3135E-01
  1.7500E+00  2.8443E-01
  2.0000E+00  3.3960E-01
  2.5000E+00  4.5578E-01
  3.0000E+00  5.8333E-01
  4.0000E+00  8.6053E-01
  5.0000E+00  1.2020E+00
  6.0000E+00  1.6250E+00
  7.0000E+00  2.0540E+00
  8.0000E+00  2.4850E+00
  1.0000E+01  3.1110E+00
  1.1065E+01  3.5960E+00    
  1.2065E+01  3.8960E+00
  1.3071E+01  4.2780E+00
  1.5081E+01  5.0880E+00
  1.8098E+01  6.2530E+00
  1.9098E+01  6.5530E+00
  2.0109E+01  6.6210E+00
  2.2119E+01  7.4950E+00
  2.5136E+01  8.7630E+00
  3.0163E+01  1.0290E+01
  3.5190E+01  1.2020E+01
  4.0217E+01  1.3900E+01
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  1.2615E-01
  1.5000E+00  2.3135E-01
  1.7500E+00  2.8443E-01
  2.0000E+00  3.3960E-01
  2.5000E+00  4.5578E-01
  3.0000E+00  5.8333E-01
  4.0000E+00  8.6053E-01
  5.0000E+00  1.2020E+00
  6.0000E+00  1.6250E+00
  7.0000E+00  2.0540E+00
  8.0000E+00  2.4850E+00
  1.0000E+01  3.1110E+00
  1.1065E+01  3.9140E+00    
  1.2065E+01  3.9140E+00
  1.3071E+01  4.3040E+00
  1.5081E+01  5.0390E+00
  1.8098E+01  6.1850E+00
  1.9109E+01  6.7030E+00
  2.0109E+01  6.7030E+00
  2.2119E+01  7.4150E+00
  2.5136E+01  8.6000E+00
  3.0163E+01  1.0490E+01
  3.5190E+01  1.2000E+01
  4.0217E+01  1.3990E+01
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  1.2615E-01
  1.5000E+00  2.3135E-01
  1.7500E+00  2.8443E-01
  2.0000E+00  3.3960E-01
  2.5000E+00  4.5578E-01
  3.0000E+00  5.8333E-01
  4.0000E+00  8.6053E-01
  5.0000E+00  1.2020E+00
  6.0000E+00  1.6250E+00
  7.0000E+00  2.0540E+00
  8.0000E+00  2.4850E+00
  1.0000E+01  3.1110E+00
  1.1060E+01  3.7250E+00    
  1.2065E+01  4.1130E+00
  1.3071E+01  4.5080E+00
  1.5081E+01  5.2350E+00
  1.8098E+01  6.2750E+00
  1.9103E+01  6.4570E+00
  2.0109E+01  6.7250E+00
  2.2119E+01  7.5140E+00
  2.5136E+01  8.6370E+00
  3.0163E+01  1.0450E+01
  3.5190E+01  1.1920E+01
  4.0217E+01  1.2980E+01
li6                          * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  8.6820E-14    
  1.2065E+01  8.6820E-14
  1.3071E+01  1.6260E-11
  1.5081E+01  3.6600E-11
  1.8098E+01  2.1170E-10
  1.9000E+01  1.0970E-10
  2.0109E+01  7.6520E-12
  2.2119E+01  4.7010E-14
  2.5136E+01  1.2030E-13
  3.0163E+01  1.2370E-13
  3.5190E+01  3.9450E-13
  4.0217E+01  6.3300E-13
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  1.9800E-11    
  1.2065E+01  1.9800E-11
  1.3071E+01  2.5510E-12
  1.5081E+01  2.6100E-11
  1.8098E+01  4.6840E-12
  1.9000E+01  4.6840E-12
  2.0109E+01  8.7550E-13
  2.2119E+01  7.8380E-13
  2.5136E+01  7.2090E-13
  3.0163E+01  7.3340E-13
  3.5190E+01  7.1350E-13
  4.0217E+01  7.9670E-13
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.4140E-12    
  1.2065E+01  2.4140E-12
  1.3071E+01  2.0870E-12
  1.5081E+01  1.8240E-12
  1.8098E+01  1.8120E-12
  1.9098E+01  1.8120E-12
  2.0109E+01  1.4530E-12
  2.2119E+01  1.5030E-12
  2.5136E+01  1.4740E-12
  3.0163E+01  1.4710E-12
  3.5190E+01  1.4900E-12
  4.0217E+01  1.6280E-12
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.6910E-12    
  1.2065E+01  2.6910E-12
  1.3071E+01  2.2060E-12
  1.5081E+01  3.1950E-12
  1.8098E+01  4.6340E-12
  1.9109E+01  3.3980E-12
  2.0109E+01  3.3980E-12
  2.2119E+01  2.3890E-12
  2.5136E+01  2.2110E-12
  3.0163E+01  2.5050E-12
  3.5190E+01  2.1560E-12
  4.0217E+01  2.3910E-12
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  1.0620E-09    
  1.2065E+01  1.1190E-09
  1.3071E+01  1.1250E-09
  1.5081E+01  1.1950E-09
  1.8098E+01  1.2940E-09
  1.9103E+01  1.3400E-09
  2.0109E+01  1.3360E-09
  2.2119E+01  1.3860E-09
  2.5136E+01  1.4110E-09
  3.0163E+01  1.2850E-09
  3.5190E+01  1.4730E-09
  4.0217E+01  1.2960E-09
li7                          * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  2.5960E-07    
  1.2065E+01  2.5960E-07
  1.3071E+01  3.7050E-07
  1.5081E+01  1.1550E-06
  1.8098E+01  1.9480E-06
  1.9000E+01  2.4160E-06
  2.0109E+01  2.8840E-06
  2.2119E+01  1.2610E-06
  2.5136E+01  2.9730E-06
  3.0163E+01  1.2710E-06
  3.5190E+01  5.5160E-06
  4.0217E+01  6.7830E-06
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  4.8760E-07    
  1.2065E+01  4.8760E-07
  1.3071E+01  4.9270E-07
  1.5081E+01  2.3750E-07
  1.8098E+01  3.1710E-07
  1.9000E+01  3.1710E-07
  2.0109E+01  2.5490E-07
  2.2119E+01  4.3500E-07
  2.5136E+01  4.6280E-07
  3.0163E+01  5.2420E-07
  3.5190E+01  6.5690E-07
  4.0217E+01  8.5150E-07
  1.9000E-04                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  4.9930E-07    
  1.2065E+01  4.9930E-07
  1.3071E+01  4.1520E-07
  1.5081E+01  3.8590E-07
  1.8098E+01  3.9090E-07
  1.9098E+01  3.9090E-07
  2.0109E+01  2.6450E-07
  2.2119E+01  3.3660E-07
  2.5136E+01  4.6670E-07
  3.0163E+01  3.8200E-07
  3.5190E+01  4.0000E-07
  4.0217E+01  3.8860E-07
  1.9000E-03                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  4.7990E-07    
  1.2065E+01  4.7990E-07
  1.3071E+01  5.2010E-07
  1.5081E+01  4.6170E-07
  1.8098E+01  4.0550E-07
  1.9109E+01  3.5360E-07
  2.0109E+01  3.5360E-07
  2.2119E+01  4.2580E-07
  2.5136E+01  5.4780E-07
  3.0163E+01  5.6320E-07
  3.5190E+01  5.2110E-07
  4.0217E+01  5.1750E-07
  1.9000E-02                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1060E+01  5.5320E-07    
  1.2065E+01  5.0410E-07
  1.3071E+01  8.1460E-07
  1.5081E+01  7.7580E-07
  1.8098E+01  7.1590E-07
  1.9103E+01  6.6960E-07
  2.0109E+01  6.6800E-07
  2.2119E+01  6.5270E-07
  2.5136E+01  7.4390E-07
  3.0163E+01  8.3700E-07
  3.5190E+01  8.8940E-07
  4.0217E+01  8.5070E-07
be9                          * symbol name            
  0.0000E+00                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
  6.0000E+00  0.0000E+00
  7.0000E+00  0.0000E+00
  8.0000E+00  0.0000E+00
  1.0000E+01  0.0000E+00
  1.1065E+01  5.3540E-13    
  1.2065E+01  5.3540E-13
  1.3071E+01  9.9180E-13
  1.5081E+01  8.3320E-14
  1.8098E+01  1.1290E-15
  1.9000E+01  8.2370E-16
  2.0109E+01  5.1830E-16
  2.2119E+01  4.6240E-14
  2.5136E+01  7.8700E-14
  3.0163E+01  3.5220E-14
  3.5190E+01  1.2210E-14
  4.0217E+01  1.1180E-16
  1.9000E-06                 * metallicity
  7.0000E-01  0.0000E+00    
  1.0000E+00  0.0000E+00
  1.5000E+00  0.0000E+00
  1.7500E+00  0.0000E+00
  2.0000E+00  0.0000E+00
  2.5000E+00  0.0000E+00
  3.0000E+00  0.0000E+00
  4.0000E+00  0.0000E+00
  5.0000E+00  0.0000E+00
