# Units are Msun
# M_init	cr50	cr52	cr53	cr54	
8	0	0	0	0	
13	1.0438e-04	1.4997e-04	1.5459e-05	1.6738e-05	
15	2.6140e-03	7.5093e-04	2.7798e-05	2.7473e-05	
20	1.4546e-04	2.8046e-04	2.2794e-05	2.6352e-05	
25	1.1848e-04	3.0055e-04	3.0295e-05	3.7204e-05	
30	1.2901e-05	2.6272e-04	3.0179e-05	8.4779e-06	
40	1.7877e-05	3.6592e-04	4.1950e-05	1.2147e-05	
60	2.9660e-05	6.0600e-04	6.9501e-05	1.9871e-05	
80	4.2687e-05	8.7356e-04	1.0003e-04	2.9058e-05	
120	6.9655e-05	1.4165e-03	1.6269e-04	4.5398e-05	
