# Units are Msun
# M_init	v45	v46	v47	v48	v49	v50	v51	v52	
8	0	0	0	0	0	0	0	0	
13	1.1289e-47	5.1619e-52	1.9127e-10	5.2754e-07	8.6983e-06	6.7402e-07	4.3864e-06	5.0054e-14	
15	9.0154e-50	1.1452e-50	2.1568e-10	7.0064e-07	3.4245e-05	1.4614e-06	9.9934e-06	7.1948e-14	
20	1.9699e-45	1.1113e-43	2.1090e-10	2.4478e-07	7.0628e-06	1.3195e-06	1.6788e-05	5.3682e-13	
25	4.5167e-45	4.3152e-47	3.0879e-10	2.5495e-07	7.9371e-06	1.1507e-06	1.0092e-05	6.9891e-13	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.4486e-08	6.0790e-06	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.0080e-08	8.5176e-06	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.3314e-08	1.4098e-05	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.7946e-08	2.0215e-05	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.8208e-08	3.2617e-05	0.0000e+00	
