# Units are Msun
# M_init	sc41	sc42	sc43	sc44	sc45	sc46	sc47	sc48	sc49	
8	0	0	0	0	0	0	0	0	0	
13	4.3091e-44	6.8996e-36	5.3057e-08	1.2623e-07	7.8636e-06	1.0689e-06	5.4062e-07	1.6266e-07	1.7958e-10	
15	5.9381e-46	6.4032e-38	6.3432e-08	2.2864e-07	1.5018e-05	1.7231e-06	4.4480e-07	4.9484e-08	2.5159e-11	
20	3.0230e-42	7.5538e-35	3.8516e-08	9.6515e-09	5.1822e-06	1.3658e-06	1.9393e-06	1.6090e-06	8.3917e-09	
25	1.7899e-38	3.0368e-34	5.7397e-08	1.6953e-08	1.2605e-05	1.3377e-06	4.4997e-07	1.0789e-07	8.0850e-11	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.2313e-07	3.9275e-31	2.9326e-35	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.3070e-06	4.0429e-31	3.0674e-35	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.1533e-06	9.6140e-32	7.8407e-36	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.1012e-06	1.1419e-31	9.3132e-36	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.9396e-06	1.3370e-31	1.0899e-35	0.0000e+00	0.0000e+00	
