# Units are Msun
# M_init	ne20	ne21	ne22	
8	0	0	0	
13	8.4606e-02	4.6156e-04	3.1964e-02	
15	9.0019e-02	4.8515e-04	6.1008e-02	
20	9.0929e-02	7.4314e-04	1.0363e-01	
25	4.9920e-01	8.8484e-04	4.4075e-02	
30	2.1201e-02	1.0989e-04	1.3791e-02	
40	2.9432e-02	1.2292e-04	2.7343e-02	
60	4.8174e-02	1.1883e-04	4.8417e-02	
80	6.9296e-02	1.3989e-04	5.0904e-02	
120	1.1205e-01	1.7148e-04	5.6528e-02	
