# Units are Msun
# M_init	ar36	ar38	ar40	
8	0	0	0	
13	1.6791e-02	3.4141e-03	2.4945e-08	
15	1.8550e-02	6.1239e-03	8.2784e-06	
20	1.4192e-02	2.9029e-03	2.6650e-08	
25	1.5869e-02	7.2288e-04	2.0031e-08	
30	1.7359e-02	2.1858e-03	5.4825e-08	
40	2.9284e-02	3.5906e-03	5.2744e-08	
60	5.1104e-02	5.7508e-03	3.2228e-08	
80	3.6488e-02	4.3057e-03	3.8384e-08	
120	-9.1242e-06	1.4165e-06	1.0197e-07	
