he3 	 3.152e-05
he4 	 2.400e-01
c12 	 4.378e-06
c13 	 5.305e-08
n14 	 6.951e-07
n15 	 1.709e-09
o16 	 2.042e-05
o17 	 8.242e-09
o18 	 4.605e-08
f19 	 5.078e-10
ne20 	 1.165e-06
ne21 	 2.931e-09
ne22 	 9.419e-08
na23 	 2.942e-08
mg24 	 9.879e-07
mg25 	 1.303e-07
mg26 	 1.492e-07
al27 	 5.601e-08
si28 	 1.581e-06
si29 	 8.315e-08
si30 	 5.670e-08
p31 	 5.865e-09
s32 	 6.599e-07
s33 	 5.448e-09
s34 	 3.169e-08
s36 	 1.564e-10
cl35 	 6.174e-09
cl37 	 2.086e-09
ar36 	 1.261e-07
ar38 	 2.419e-08
ar40 	 4.073e-11
k39 	 2.865e-09
k41 	 2.173e-10
ca40 	 1.398e-07
ca42 	 9.797e-10
ca43 	 2.093e-10
ca44 	 3.309e-09
ca46 	 6.633e-12
sc45 	 4.679e-11
ti46 	 4.967e-10
ti47 	 4.577e-10
ti48 	 4.632e-09
ti49 	 3.470e-10
ti50 	 3.390e-10
v51 	 3.187e-10
cr50 	 6.980e-10
cr52 	 1.400e-08
cr53 	 1.618e-09
cr54 	 4.103e-10
mn55 	 1.090e-08
fe54 	 7.347e-08
fe56 	 1.196e-06
fe57 	 2.811e-08
fe58 	 3.807e-09
co59 	 4.244e-09
ni58 	 4.823e-08
ni60 	 1.922e-08
ni61 	 8.494e-10
ni62 	 2.753e-09
ni64 	 7.236e-10
cu63 	 4.968e-10
cu65 	 2.285e-10
zn64 	 8.318e-10
zn66 	 4.921e-10
zn67 	 7.341e-11
zn68 	 3.407e-10
zn70 	 1.160e-11
ga69 	 3.347e-11
ga71 	 2.286e-11
ge70 	 4.796e-11
ge72 	 6.520e-11
ge73 	 1.855e-11
ge74 	 8.827e-11
as75 	 1.102e-11
se74 	 1.061e-12
se76 	 1.147e-11
se77 	 9.461e-12
se78 	 2.986e-11
se80 	 6.391e-11
br79 	 1.022e-11
br81 	 1.019e-11
kr80 	 2.436e-12
kr82 	 1.251e-11
kr83 	 1.254e-11
kr84 	 6.257e-11
kr86 	 1.937e-11
rb85 	 1.468e-11
sr84 	 2.558e-13
sr86 	 4.631e-12
sr87 	 3.274e-12
sr88 	 3.970e-11
y89 	 1.063e-11
zr90 	 1.296e-11
zr91 	 2.857e-12
zr92 	 4.415e-12
zr94 	 4.572e-12
nb93 	 1.974e-12
mo92 	 7.462e-13
mo94 	 4.803e-13
mo95 	 8.401e-13
mo96 	 8.937e-13
mo97 	 5.199e-13
mo98 	 1.335e-12
