he 	 2.300e-01 
c 	 0.000e+00 
n 	 0.000e+00 
o 	 0.000e+00 
f 	 0.000e+00 
ne 	 0.000e+00 
na 	 0.000e+00 
mg 	 0.000e+00 
al 	 0.000e+00 
si 	 0.000e+00 
p 	 0.000e+00 
s 	 0.000e+00 
cl 	 0.000e+00 
ar 	 0.000e+00 
k 	 0.000e+00 
ca 	 0.000e+00 
sc 	 0.000e+00 
ti 	 0.000e+00 
v 	 0.000e+00 
cr 	 0.000e+00 
mn 	 0.000e+00 
fe 	 0.000e+00 
co 	 0.000e+00 
ni 	 0.000e+00 
cu 	 0.000e+00 
zn 	 0.000e+00 
ga 	 0.000e+00 
ge 	 0.000e+00 
as 	 0.000e+00 
se 	 0.000e+00 
br 	 0.000e+00 
kr 	 0.000e+00 
rb 	 0.000e+00 
sr 	 0.000e+00 
y 	 0.000e+00 
zr 	 0.000e+00 
nb 	 0.000e+00 
mo 	 0.000e+00 
