# Units are Msun
# M_init	Br75	Br76	Br77	Br78	Br79	Br80	Br81	Br82	Br83	
8	0	0	0	0	0	0	0	0	0	
13	3.7e-15	1.3e-12	4.8e-11	3.4e-19	1.1e-07	1.4e-15	1.2e-07	2.4e-10	2.7e-10	
15	3.4e-15	1.8e-12	6.9e-11	1.7e-18	1.3e-07	6.8e-15	1.5e-07	4.9e-10	5.5e-10	
20	3.5e-15	3.4e-12	1.4e-10	3.8e-18	1.7e-07	1.0e-15	2.2e-07	1.5e-09	1.7e-09	
25	7.7e-15	6.3e-12	2.6e-10	5.7e-18	2.3e-07	1.0e-14	3.0e-07	2.5e-09	3.0e-09	
30	1.2e-14	1.3e-11	4.6e-10	8.4e-18	3.6e-07	4.5e-13	4.0e-07	5.8e-09	6.9e-09	
40	2.5e-14	2.2e-11	9.8e-10	2.5e-17	3.5e-07	2.3e-14	6.3e-07	3.8e-08	9.3e-09	
60	1.4e-14	1.9e-11	7.3e-10	2.7e-17	5.3e-07	1.2e-14	9.8e-07	4.9e-08	1.3e-08	
80	1.0e-14	1.9e-11	7.1e-10	1.3e-16	8.1e-07	2.0e-14	1.8e-06	7.5e-08	2.2e-08	
120	8.0e-15	7.9e-12	3.3e-10	3.0e-16	1.4e-06	2.1e-12	2.6e-06	7.1e-08	3.6e-08	
