# Units are Msun
# M_init	Ga62	Ga63	Ga64	Ga65	Ga66	Ga67	Ga68	Ga69	Ga70	Ga71	Ga72	
8	0	0	0	0	0	0	0	0	0	0	0	
13	0.0e+00	2.7e-31	8.4e-27	1.4e-13	1.2e-05	3.0e-08	2.9e-11	5.3e-07	4.5e-14	3.2e-07	2.5e-09	
15	0.0e+00	1.1e-35	9.7e-27	8.1e-14	5.2e-06	1.3e-08	3.0e-11	7.5e-07	1.1e-13	4.5e-07	2.0e-09	
20	0.0e+00	5.3e-31	2.4e-26	8.8e-14	3.6e-06	1.9e-08	8.3e-11	1.6e-06	1.0e-13	8.7e-07	7.1e-09	
25	0.0e+00	5.6e-31	2.9e-26	6.8e-14	3.2e-06	3.1e-08	1.4e-10	3.5e-06	4.1e-13	2.3e-06	2.7e-08	
30	0.0e+00	1.2e-31	5.1e-27	4.4e-14	2.1e-06	6.0e-08	3.5e-10	6.3e-06	3.8e-12	4.0e-06	6.9e-08	
40	0.0e+00	2.1e-30	1.0e-25	2.7e-15	6.3e-08	8.7e-08	5.3e-10	1.3e-05	2.1e-12	5.3e-06	2.5e-07	
60	0.0e+00	4.8e-31	3.7e-26	2.4e-16	1.3e-09	9.6e-08	6.6e-10	1.8e-05	3.2e-12	6.9e-06	3.5e-07	
80	0.0e+00	1.0e-30	1.4e-25	6.0e-16	1.1e-09	1.4e-07	1.0e-09	3.1e-05	4.6e-12	1.2e-05	1.0e-06	
120	0.0e+00	8.5e-31	1.6e-25	4.9e-14	1.0e-09	2.8e-07	1.9e-09	4.2e-05	2.2e-11	2.1e-05	1.6e-06	
