# Units are Msun
# M_init	Kr78	Kr79	Kr80	Kr81	Kr82	Kr83	Kr84	Kr85	Kr86	Kr87	
8	0	0	0	0	0	0	0	0	0	0	
13	4.6e-09	3.7e-11	4.1e-08	2.6e-09	1.6e-07	1.4e-07	7.3e-07	7.0e-09	2.3e-07	4.3e-13	
15	5.2e-09	5.0e-11	5.1e-08	5.6e-09	2.0e-07	1.7e-07	8.9e-07	2.8e-08	2.9e-07	1.1e-13	
20	7.0e-09	1.0e-10	8.4e-08	1.2e-08	3.2e-07	2.6e-07	1.3e-06	6.5e-08	4.4e-07	3.1e-13	
25	8.8e-09	1.6e-10	1.6e-07	4.0e-08	5.6e-07	3.9e-07	1.8e-06	1.3e-07	6.2e-07	6.2e-13	
30	1.1e-08	3.0e-10	2.7e-07	5.7e-08	8.5e-07	5.4e-07	2.5e-06	1.8e-07	7.8e-07	1.4e-12	
40	1.4e-08	3.5e-10	3.3e-07	7.7e-08	1.3e-06	8.9e-07	4.0e-06	4.1e-07	1.1e-06	7.4e-12	
60	2.0e-08	4.4e-10	4.1e-07	7.9e-08	1.9e-06	1.3e-06	5.9e-06	6.7e-07	2.0e-06	1.3e-11	
80	2.5e-08	5.3e-10	8.7e-07	1.8e-07	4.5e-06	2.5e-06	1.1e-05	1.4e-06	3.5e-06	2.1e-11	
120	3.9e-08	7.5e-10	1.8e-06	3.2e-07	7.6e-06	3.8e-06	1.6e-05	1.5e-06	4.3e-06	2.0e-11	
