# Units are Msun
# M_init	Co54	Co55	Co56	Co57	Co58	Co59	Co60	Co61	
8	0	0	0	0	0	0	0	0	
13	0.0e+00	5.2e-04	3.3e-06	2.4e-04	1.6e-06	7.3e-05	1.6e-06	2.7e-08	
15	0.0e+00	8.9e-04	6.2e-06	1.8e-04	2.4e-06	1.4e-04	2.2e-06	4.5e-08	
20	0.0e+00	7.8e-04	4.6e-06	1.6e-04	5.0e-06	3.1e-04	8.5e-06	1.7e-07	
25	0.0e+00	8.3e-04	4.5e-06	1.4e-04	4.6e-06	6.0e-04	9.1e-06	3.6e-07	
30	0.0e+00	9.6e-04	6.0e-06	1.4e-04	9.4e-06	9.2e-04	1.6e-05	6.3e-07	
40	0.0e+00	1.9e-03	1.0e-05	1.3e-04	7.9e-06	1.3e-03	4.7e-05	9.1e-07	
60	0.0e+00	2.3e-03	1.2e-05	1.0e-04	1.1e-05	1.6e-03	1.1e-04	1.5e-06	
80	0.0e+00	2.5e-03	1.5e-05	1.2e-04	1.9e-05	2.2e-03	1.6e-04	2.2e-06	
120	0.0e+00	3.1e-03	2.1e-05	1.5e-04	1.8e-05	3.0e-03	1.5e-04	2.1e-06	
