# Units are Msun
# M_init	Y85	Y86	Y87	Y88	Y89	Y90	Y91	
8	0	0	0	0	0	0	0	
13	2.4e-16	6.9e-15	2.5e-12	7.7e-12	1.3e-07	1.2e-10	3.3e-10	
15	1.8e-16	8.6e-15	2.8e-12	9.3e-12	1.5e-07	1.6e-10	8.2e-10	
20	1.1e-15	1.7e-14	6.8e-12	2.1e-11	2.3e-07	9.1e-10	2.8e-09	
25	9.0e-16	1.8e-14	8.5e-12	2.7e-11	3.9e-07	1.3e-09	3.9e-09	
30	6.7e-16	3.2e-14	1.4e-11	5.6e-11	5.8e-07	2.9e-09	7.4e-09	
40	2.9e-15	3.7e-14	2.1e-11	6.2e-11	8.1e-07	1.3e-08	3.9e-08	
60	3.0e-15	3.6e-14	2.3e-11	7.7e-11	1.1e-06	1.9e-08	6.6e-08	
80	5.9e-15	6.6e-14	3.5e-11	1.1e-10	1.7e-06	3.5e-08	1.0e-07	
120	1.7e-14	9.6e-14	6.5e-11	1.5e-10	2.7e-06	4.1e-08	9.0e-08	
