7.0	1.0	0.0	-0.495	1.13714e-75	
7.0	1.0	0.0	-0.485	3.8707e-73	
7.0	1.0	0.0	-0.475	1.1949399999999999e-70	
7.0	1.0	0.0	-0.465	3.3457000000000003e-68	
7.0	1.0	0.0	-0.455	8.4963e-66	
7.0	1.0	0.0	-0.445	1.95682e-63	
7.0	1.0	0.0	-0.435	4.0875e-61	
7.0	1.0	0.0	-0.425	7.744100000000001e-59	
7.0	1.0	0.0	-0.415	1.33062e-56	
7.0	1.0	0.0	-0.405	2.0735999999999998e-54	
7.0	1.0	0.0	-0.395	2.9309e-52	
7.0	1.0	0.0	-0.385	3.7571e-50	
7.0	1.0	0.0	-0.375	4.3681e-48	
7.0	1.0	0.0	-0.365	4.6061e-46	
7.0	1.0	0.0	-0.355	4.4049999999999994e-44	
7.0	1.0	0.0	-0.345	3.8209e-42	
7.0	1.0	0.0	-0.335	3.0058e-40	
7.0	1.0	0.0	-0.325	2.14455e-38	
7.0	1.0	0.0	-0.315	1.38778e-36	
7.0	1.0	0.0	-0.305	8.1451e-35	
7.0	1.0	0.0	-0.295	4.3362000000000005e-33	
7.0	1.0	0.0	-0.285	2.0947299999999998e-31	
7.0	1.0	0.0	-0.275	9.198600000000001e-30	
7.0	1.0	0.0	-0.265	3.6959e-28	
7.0	1.0	0.0	-0.255	1.38919e-26	
7.0	1.0	0.0	-0.245	5.195799999999999e-25	
7.0	1.0	0.0	-0.235	2.16462e-23	
7.0	1.0	0.0	-0.225	1.0797e-21	
7.0	1.0	0.0	-0.215	5.9565e-20	
7.0	1.0	0.0	-0.205	3.17614e-18	
7.0	1.0	0.0	-0.195	1.5074999999999998e-16	
7.0	1.0	0.0	-0.185	6.152199999999999e-15	
7.0	1.0	0.0	-0.175	2.13159e-13	
7.0	1.0	0.0	-0.165	6.2413e-12	
7.0	1.0	0.0	-0.155	1.54171e-10	
7.0	1.0	0.0	-0.145	3.21087e-09	
7.0	1.0	0.0	-0.135	5.6362e-08	
7.0	1.0	0.0	-0.125	8.3359e-07	
7.0	1.0	0.0	-0.115	1.0384699999999999e-05	
7.0	1.0	0.0	-0.105	0.000108922	
7.0	1.0	0.0	-0.095	0.00096137	
7.0	1.0	0.0	-0.085	0.0071356	
7.0	1.0	0.0	-0.075	0.044507	
7.0	1.0	0.0	-0.065	0.23312300000000002	
7.0	1.0	0.0	-0.055	1.0246	
7.0	1.0	0.0	-0.045	3.7762900000000004	
7.0	1.0	0.0	-0.035	11.6646	
7.0	1.0	0.0	-0.025	30.1828	
7.0	1.0	0.0	-0.015	65.414	
7.0	1.0	0.0	-0.005	118.758	
7.0	1.0	0.0	0.005	180.77300000000002	
7.0	1.0	0.0	0.015	231.291	
7.0	1.0	0.0	0.025	250.234	
7.0	1.0	0.0	0.035	232.30499999999998	
7.0	1.0	0.0	0.045	191.53	
7.0	1.0	0.0	0.055	150.582	
7.0	1.0	0.0	0.065	125.168	
7.0	1.0	0.0	0.075	116.958	
7.0	1.0	0.0	0.085	117.822	
7.0	1.0	0.0	0.095	118.158	
7.0	1.0	0.0	0.105	112.26499999999999	
7.0	1.0	0.0	0.115	99.19300000000001	
7.0	1.0	0.0	0.125	81.09299999999999	
7.0	1.0	0.0	0.135	61.233000000000004	
7.0	1.0	0.0	0.145	42.614000000000004	
7.0	1.0	0.0	0.155	27.253	
7.0	1.0	0.0	0.165	15.9634	
7.0	1.0	0.0	0.175	8.5387	
7.0	1.0	0.0	0.185	4.1607	
7.0	1.0	0.0	0.195	1.84385	
7.0	1.0	0.0	0.205	0.74223	
7.0	1.0	0.0	0.215	0.27121	
7.0	1.0	0.0	0.225	0.089925	
7.0	1.0	0.0	0.235	0.027048000000000003	
7.0	1.0	0.0	0.245	0.0073795	
7.0	1.0	0.0	0.255	0.00182607	
7.0	1.0	0.0	0.265	0.00040985	
7.0	1.0	0.0	0.275	8.3428e-05	
7.0	1.0	0.0	0.285	1.54024e-05	
7.0	1.0	0.0	0.295	2.57899e-06	
7.0	1.0	0.0	0.305	3.9165999999999995e-07	
7.0	1.0	0.0	0.315	5.3946e-08	
7.0	1.0	0.0	0.325	6.739e-09	
7.0	1.0	0.0	0.335	7.6351e-10	
7.0	1.0	0.0	0.345	7.8456e-11	
7.0	1.0	0.0	0.355	7.3118e-12	
7.0	1.0	0.0	0.365	6.180299999999999e-13	
7.0	1.0	0.0	0.375	4.7379e-14	
7.0	1.0	0.0	0.385	3.2941999999999998e-15	
7.0	1.0	0.0	0.395	2.07727e-16	
7.0	1.0	0.0	0.405	1.18807e-17	
7.0	1.0	0.0	0.415	6.1627e-19	
7.0	1.0	0.0	0.425	2.8993e-20	
7.0	1.0	0.0	0.435	1.2370799999999998e-21	
7.0	1.0	0.0	0.445	4.7873e-23	
7.0	1.0	0.0	0.455	1.68021e-24	
7.0	1.0	0.0	0.465	5.3487e-26	
7.0	1.0	0.0	0.475	1.5442100000000001e-27	
7.0	1.0	0.0	0.485	4.0435e-29	
7.0	1.0	0.0	0.495	9.6027e-31	
