# Units are Msun
# M_init o15	o16		o17		o18		o19	
8	0	0	0	0	0	
13	3.33e-6	9.85e-1	1.84e-4	4.84e-3	1.34e-21 
15	7.70e-17	1.48e0	2.75e-4	8.51e-3	1.40e-21
20	4.01e-15	2.72e0	1.93e-4	1.83e-4	3.29e-24	
25	2.32e-14	3.79e0	4.16e-4	4.10e-4	1.07e-20	
30	3.92e-14	5.75e0	2.75e-4	2.63e-4	4.83e-24	
40	2.05e-14	7.05e0	1.52e-4	1.49e-4	4.68e-28	
60	7.82e-15	1.00e1	8.49e-5	1.78e-4	3.97e-24 
80	8.66e-15	1.26e1	8.63e-5	2.12e-4	8.77e-21	
120	9.40e-15	1.25e1	1.04e-4	2.82e-4	7.92e-23 


