# Units are Msun
# M_init	ge64	ge65	ge66	ge67	ge68	ge69	ge70	ge71	ge72	ge73	ge74	ge75	ge76	ge77	
8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
13	2.4367e-34	1.1034e-35	1.3059e-06	6.9524e-15	1.0436e-08	1.1095e-09	1.3585e-06	4.9883e-08	1.4247e-06	3.2461e-07	1.5642e-06	2.0567e-10	2.4039e-07	1.8414e-09	
15	8.0411e-35	1.6905e-35	1.0156e-06	4.6657e-15	1.4816e-08	2.7135e-09	2.4631e-06	1.6345e-07	2.3100e-06	4.7456e-07	2.1938e-06	4.7098e-10	3.3954e-07	5.3722e-10	
20	8.6619e-34	1.1791e-35	1.0579e-06	1.0833e-14	2.6541e-08	5.7805e-09	7.5697e-06	6.3014e-07	7.2794e-06	1.9753e-06	7.6240e-06	1.6089e-09	5.8464e-07	1.0065e-09	
25	4.2680e-33	1.9362e-34	9.3310e-07	9.3115e-15	6.0160e-08	1.6188e-08	2.9878e-05	3.8727e-06	2.6940e-05	8.5931e-06	2.8135e-05	8.9720e-09	2.2857e-06	1.6878e-08	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.1952e-07	1.2434e-27	1.2499e-06	3.5570e-07	1.6923e-06	0.0000e+00	3.6455e-07	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2405e-06	4.7050e-28	1.6861e-06	4.7984e-07	2.2829e-06	0.0000e+00	4.9181e-07	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.0736e-06	1.6099e-32	2.8002e-06	7.9737e-07	3.8084e-06	0.0000e+00	8.1631e-07	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.8160e-06	2.4446e-32	3.7180e-06	1.0577e-06	5.0940e-06	0.0000e+00	1.0772e-06	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.5667e-06	3.3106e-32	5.9707e-06	1.6982e-06	8.2135e-06	0.0000e+00	1.7252e-06	0.0000e+00	
