# Units are Msun
# M_init	zn60	zn61	zn62	zn63	zn64	zn65	zn66	zn67	zn68	zn69	zn70	zn71	
8	0	0	0	0	0	0	0	0	0	0	0	0	
13	2.5810e-24	7.2034e-24	6.2702e-04	1.1903e-09	1.7460e-05	1.2340e-06	1.5031e-05	1.4473e-06	7.1625e-06	4.5761e-10	2.1686e-07	9.4125e-19	
15	1.8923e-24	4.0786e-24	5.3856e-04	9.1478e-10	2.0334e-05	2.0143e-06	2.5211e-05	2.4522e-06	1.1431e-05	6.3740e-10	3.5504e-07	3.6313e-18	
20	3.6731e-22	9.0178e-24	5.6460e-04	1.1363e-09	3.5176e-05	4.0347e-06	5.5046e-05	9.8082e-06	4.0271e-05	2.1054e-09	7.0261e-07	2.5191e-18	
25	2.0801e-22	1.6074e-23	5.4130e-04	1.2166e-09	5.9767e-05	1.1660e-05	1.5783e-04	3.1342e-05	1.3353e-04	9.7045e-09	3.3860e-06	1.7581e-17	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.5946e-05	2.8216e-23	9.4345e-06	1.4074e-06	6.5325e-06	0.0000e+00	2.2236e-07	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.1512e-05	1.0267e-23	1.2727e-05	1.8987e-06	8.8125e-06	0.0000e+00	2.9996e-07	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.5695e-05	6.3875e-28	2.1144e-05	3.1824e-06	1.4705e-05	0.0000e+00	4.9796e-07	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.7387e-05	9.7886e-28	2.8093e-05	4.2912e-06	1.9742e-05	0.0000e+00	6.5727e-07	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.5950e-05	1.3535e-27	4.5185e-05	6.9613e-06	3.1892e-05	0.0000e+00	1.0528e-06	0.0000e+00	
