he4 	 2.300e-01 
he3 	 8.146e-06 
c12 	 8.433e-04 
n14 	 3.073e-04 
o16 	 2.668e-03 
c13 	 1.015e-05 
n15 	 1.213e-06 
o17 	 1.081e-06 
o18 	 6.027e-06 
f19 	 1.127e-07 
ne20 	 4.503e-04 
ne21 	 1.148e-06 
ne22 	 3.621e-05 
na23 	 9.287e-06 
mg24 	 1.432e-04 
mg25 	 1.882e-05 
mg26 	 2.158e-05 
al27 	 1.613e-05 
si28 	 1.816e-04 
si29 	 9.529e-06 
si30 	 6.542e-06 
p31 	 2.268e-06 
s32 	 1.101e-04 
s33 	 8.961e-07 
s34 	 5.190e-06 
s36 	 2.609e-08 
cl35 	 7.042e-07 
cl37 	 2.377e-07 
ar36 	 2.153e-05 
ar38 	 4.278e-06 
ar40 	 7.034e-09 
k39 	 9.648e-07 
k41 	 7.318e-08 
ca40 	 1.666e-05 
ca42 	 1.167e-07 
ca43 	 2.496e-08 
ca44 	 3.947e-07 
ca46 	 7.768e-10 
sc45 	 1.083e-08 
ti46 	 6.213e-08 
ti47 	 5.788e-08 
ti48 	 5.980e-07 
ti49 	 4.550e-08 
ti50 	 4.572e-08 
v51 	 1.048e-07 
cr50 	 2.065e-07 
cr52 	 4.139e-06 
cr53 	 4.784e-07 
cr54 	 1.212e-07 
mn55 	 3.696e-06 
fe54 	 1.983e-05 
fe56 	 3.251e-04 
fe57 	 7.941e-06 
fe58 	 1.028e-06 
co59 	 9.340e-07 
ni58 	 1.375e-05 
ni60 	 5.446e-06 
ni61 	 2.390e-07 
ni62 	 7.721e-07 
ni64 	 2.022e-07 
cu63 	 1.600e-07 
cu65 	 7.362e-08 
zn64 	 2.760e-07 
zn66 	 1.635e-07 
zn67 	 2.437e-08 
zn68 	 1.129e-07 
zn70 	 3.841e-09 
ga69 	 1.102e-08 
ga71 	 7.543e-09 
ge70 	 1.202e-08 
ge72 	 1.651e-08 
ge73 	 4.767e-09 
ge74 	 2.260e-08 
as75 	 3.463e-09 
se74 	 2.865e-10 
se76 	 2.995e-09 
se77 	 2.546e-09 
se78 	 8.066e-09 
se80 	 1.739e-08 
br79 	 3.324e-09 
br81 	 3.315e-09 
kr80 	 5.624e-10 
kr82 	 2.970e-09 
kr83 	 3.012e-09 
kr84 	 1.519e-08 
kr86 	 4.742e-09 
rb85 	 3.062e-09 
sr84 	 7.802e-11 
sr86 	 1.404e-09 
sr87 	 9.242e-10 
sr88 	 1.202e-08 
y89 	 2.906e-09 
zr90 	 3.716e-09 
zr91 	 8.194e-10 
zr92 	 1.269e-09 
zr94 	 1.309e-09 
nb93 	 4.567e-10 
mo92 	 2.447e-10 
mo94 	 1.561e-10 
mo95 	 2.713e-10 
mo96 	 2.870e-10 
mo97 	 1.665e-10 
mo98 	 3.720e-08 
