# Units are Msun
# M_init	br75	br76	br77	br78	br79	br80	br81	br82	br83	
8	0	0	0	0	0	0	0	0	0	
13	5.0691e-13	9.6955e-11	1.2332e-08	5.3782e-17	5.8764e-07	8.2219e-12	1.9809e-06	4.2252e-08	6.3762e-08	
15	1.9079e-13	5.6614e-11	5.7113e-09	7.8508e-16	1.0979e-06	2.0252e-11	4.9877e-06	1.6563e-07	1.8865e-07	
20	2.3683e-13	3.2848e-11	7.1219e-09	2.0428e-13	2.1678e-06	2.2276e-11	1.1194e-05	1.8682e-07	1.4625e-06	
25	4.3311e-13	1.4639e-10	1.3388e-08	3.6236e-14	2.4933e-06	7.7657e-11	6.8288e-06	2.3184e-07	4.2482e-07	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.8581e-07	0.0000e+00	1.9275e-07	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5513e-07	0.0000e+00	2.6900e-07	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.2126e-07	0.0000e+00	4.4571e-07	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.1690e-07	0.0000e+00	6.3857e-07	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0110e-06	0.0000e+00	1.0341e-06	0.0000e+00	0.0000e+00	
