# Units are Msun
# M_init	mn50	mn51	mn52	mn53	mn54	mn55	mn56	mn57	
8	0	0	0	0	0	0	0	0	
13	3.0987e-60	2.7045e-08	1.6366e-04	9.3914e-05	8.4532e-07	9.7380e-05	6.5330e-08	4.5758e-18	
15	1.4733e-59	3.6483e-07	5.3569e-04	1.1273e-03	6.9416e-06	1.3931e-04	5.6063e-07	7.0182e-19	
20	2.6279e-52	2.8783e-08	1.6480e-04	1.0355e-04	1.2961e-06	1.4603e-04	7.2348e-08	9.9034e-17	
25	3.7286e-56	2.2664e-08	1.8383e-04	8.6427e-05	1.0118e-06	1.9497e-04	6.4209e-08	8.4331e-17	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.1498e-04	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.0443e-04	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.0203e-04	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	7.1903e-04	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.1465e-03	0.0000e+00	0.0000e+00	
