# Units are Msun
# M_init	ga62	ga63	ga64	ga65	ga66	ga67	ga68	ga69	ga70	ga71	ga72	
8	0	0	0	0	0	0	0	0	0	0	0	
13	3.0987e-60	2.9626e-31	2.6152e-29	2.5632e-13	6.0917e-06	1.3765e-07	6.7634e-10	1.7377e-05	4.2345e-11	1.1906e-05	1.0381e-06	
15	3.9361e-60	7.3929e-32	4.5596e-25	7.0966e-15	7.9362e-10	1.8007e-07	1.2101e-09	3.4233e-05	7.0618e-11	2.3680e-05	1.5442e-06	
20	5.0797e-60	2.4480e-29	1.0422e-23	2.2861e-13	5.0026e-06	1.5654e-07	9.1240e-10	5.6501e-05	1.7095e-10	9.3290e-05	1.3191e-05	
25	6.7282e-60	1.0178e-28	8.6675e-24	3.8604e-13	5.0976e-06	3.7476e-07	2.1278e-09	6.0209e-05	4.3474e-10	5.5039e-05	1.5158e-06	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.4534e-07	0.0000e+00	4.3729e-07	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	9.0649e-07	0.0000e+00	6.1251e-07	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.4970e-06	0.0000e+00	1.0110e-06	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.1655e-06	0.0000e+00	1.4667e-06	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.4731e-06	0.0000e+00	2.3582e-06	0.0000e+00	
