# Units are Msun
# M_init	s32	s33	s34	s36	
8	0	0	0	0	
13	1.9800e-02	4.7300e-05	2.9300e-04	8.7400e-09	
15	2.1500e-02	5.0400e-05	1.9400e-04	2.0400e-09	
20	6.1300e-02	1.2900e-04	5.4900e-04	9.5200e-09	
25	5.2700e-02	9.3800e-05	2.6200e-04	2.7200e-09	
30	1.3000e-01	2.2800e-04	6.1000e-04	5.2400e-09	
35	9.1800e-02	1.1200e-04	1.5300e-04	4.2300e-10	
