# Units are Msun
# M_init	sc41	sc42	sc43	sc44	sc45	sc46	sc47	sc48	sc49	
8	0	0	0	0	0	0	0	0	0	
13	3.0996e-49	2.6585e-40	9.0768e-08	7.1857e-08	2.9973e-06	1.5818e-08	2.4058e-08	6.9519e-11	1.4686e-14	
15	5.1630e-47	7.6737e-39	1.8239e-07	3.4574e-07	6.0931e-06	4.7248e-08	1.2162e-08	1.0203e-10	2.3349e-14	
20	4.8612e-47	7.0368e-44	4.2466e-08	5.4461e-09	1.7706e-06	1.3329e-07	1.8802e-07	1.5572e-07	7.2583e-10	
25	2.4943e-44	3.9975e-39	4.4509e-08	8.5479e-09	4.1500e-06	6.0018e-07	1.4092e-07	2.0872e-08	8.5067e-12	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.6223e-08	1.7511e-21	8.9468e-22	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.0449e-07	9.7948e-30	1.5049e-34	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.5232e-07	1.3982e-31	1.6515e-35	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.6044e-07	1.3946e-31	1.1376e-35	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.7540e-07	7.8220e-16	5.2925e-16	0.0000e+00	0.0000e+00	
