# Units are Msun
# M_init	ga62	ga63	ga64	ga65	ga66	ga67	ga68	ga69	ga70	ga71	ga72	
8	0	0	0	0	0	0	0	0	0	0	0	
13	1.1293e-59	9.2019e-33	6.3982e-23	1.4172e-13	6.3806e-06	1.9834e-08	5.8053e-12	4.3648e-09	1.1176e-14	2.6486e-09	3.1776e-11	
15	1.3059e-59	1.1095e-30	1.8555e-22	1.4130e-13	6.9293e-06	2.0658e-08	5.1733e-12	5.3244e-09	1.1727e-13	3.2334e-09	3.5165e-11	
20	1.7883e-59	1.6655e-28	7.9165e-22	1.1837e-13	6.1778e-06	1.7415e-08	1.1235e-11	8.5880e-09	4.1026e-13	5.2343e-09	2.2183e-11	
25	2.2569e-59	2.9324e-27	2.0610e-21	1.2734e-13	4.7012e-06	1.7051e-08	3.0372e-11	1.4692e-08	4.5588e-13	8.4432e-09	9.4925e-11	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.6226e-11	0.0000e+00	3.1568e-11	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.4499e-11	0.0000e+00	5.7705e-11	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.2802e-10	0.0000e+00	8.7425e-11	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.6938e-10	0.0000e+00	3.2055e-10	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.7542e-09	0.0000e+00	3.9297e-09	0.0000e+00	
