# Units are Msun
# M_init	ga62	ga63	ga64	ga65	ga66	ga67	ga68	ga69	ga70	ga71	ga72	
8	0	0	0	0	0	0	0	0	0	0	0	
13	1.0346e-59	7.8494e-32	2.3001e-26	1.6210e-13	6.6496e-06	3.8386e-08	6.7187e-11	1.0209e-06	7.2890e-13	5.9809e-07	1.5951e-08	
15	1.1587e-59	2.5083e-32	2.9587e-26	1.1511e-13	5.1739e-06	4.8451e-08	1.6975e-10	1.8424e-06	8.5911e-13	9.8242e-07	1.7669e-08	
20	5.8796e-60	6.2310e-32	2.6737e-26	2.4944e-13	5.2978e-06	8.5860e-08	4.6365e-10	6.2391e-06	3.1718e-12	4.1669e-06	5.6152e-08	
25	6.5850e-60	8.4252e-32	1.3282e-24	2.6741e-13	4.6891e-06	2.3064e-07	1.2323e-09	2.1427e-05	6.9481e-12	1.3925e-05	5.0536e-07	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	6.4173e-07	0.0000e+00	4.3824e-07	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.6573e-07	0.0000e+00	5.9119e-07	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.4588e-06	0.0000e+00	9.9084e-07	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9978e-06	0.0000e+00	1.3513e-06	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	3.2567e-06	0.0000e+00	2.1972e-06	0.0000e+00	
