# Units are Msun
# M_init	br75	br76	br77	br78	br79	br80	br81	br82	br83	
8	0	0	0	0	0	0	0	0	0	
13	5.0235e-15	2.0531e-12	1.4489e-10	3.7740e-17	1.1483e-07	8.9250e-15	1.5084e-07	1.0876e-09	1.7439e-09	
15	1.1387e-14	5.5293e-12	4.1384e-10	5.0246e-17	1.3615e-07	1.6078e-14	2.0008e-07	3.3139e-09	4.4269e-09	
20	2.1355e-14	1.4318e-11	8.7336e-10	2.5071e-16	2.2928e-07	5.4806e-14	5.4981e-07	1.2070e-08	1.8105e-08	
25	2.4547e-13	7.0151e-11	7.4795e-09	1.7018e-15	4.6798e-07	1.0478e-12	2.1588e-06	9.9895e-08	7.5049e-08	
30	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	1.9594e-07	0.0000e+00	1.9543e-07	0.0000e+00	0.0000e+00	
40	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	2.6430e-07	0.0000e+00	2.6363e-07	0.0000e+00	0.0000e+00	
60	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	4.3107e-07	0.0000e+00	4.4033e-07	0.0000e+00	0.0000e+00	
80	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	5.6240e-07	0.0000e+00	5.8458e-07	0.0000e+00	0.0000e+00	
120	0.0000e+00	0.0000e+00	0.0000e+00	0.0000e+00	8.9462e-07	0.0000e+00	9.3876e-07	0.0000e+00	0.0000e+00	
