1.3	0.0001	1.68462e-07
1.3	0.0003	1.61538e-07
1.3	0.001	9.61538e-08
1.3	0.002	5.86923e-08
1.3	0.003	3.01538e-08
1.3	0.006	1.71538e-08
1.3	0.008	3.33077e-09
1.3	0.01	2.10769e-09
1.3	0.014	6.59231e-10
1.3	0.02	7.76923e-10
1.5	0.0001	3.98000e-07
1.5	0.0003	4.28000e-07
1.5	0.001	2.41333e-07
1.5	0.002	1.63333e-07
1.5	0.003	1.40000e-07
1.5	0.006	1.31333e-07
1.5	0.008	8.00000e-08
1.5	0.01	8.73333e-08
1.5	0.014	7.73333e-08
1.5	0.02	7.40000e-08
2	0.0001	5.95000e-07
2	0.0003	8.50000e-07
2	0.001	5.70000e-07
2	0.002	4.67500e-07
2	0.003	4.74500e-07
2	0.006	4.28000e-07
2	0.008	3.54000e-07
2	0.01	3.82500e-07
2	0.014	3.36500e-07
2	0.02	4.31500e-07
2.5	0.0001	1.84400e-07
2.5	0.0003	5.04000e-07
2.5	0.001	4.20000e-07
2.5	0.002	3.41200e-07
2.5	0.003	4.52000e-07
2.5	0.006	7.00000e-07
2.5	0.008	6.56000e-07
2.5	0.01	6.76000e-07
2.5	0.014	6.12000e-07
2.5	0.02	8.60000e-07
3	0.0001	3.03667e-08
3	0.0003	2.23333e-07
3	0.001	2.53333e-07
3	0.002	6.13333e-08
3	0.003	2.66000e-07
3	0.006	2.47333e-07
3	0.008	3.36667e-07
3	0.01	3.60000e-07
3	0.014	4.63333e-07
3	0.02	6.73333e-07
4	0.0001	7.92500e-09
4	0.0003	7.20000e-08
4	0.001	2.82500e-09
4	0.002	4.02500e-09
4	0.003	2.92500e-09
4	0.006	1.75750e-08
4	0.008	9.85000e-09
4	0.01	1.35500e-08
4	0.014	9.77500e-09
4	0.02	3.15000e-08
5	0.0001	7.70000e-10
5	0.0003	1.36800e-08
5	0.001	-3.50000e-09
5	0.002	-5.80000e-09
5	0.003	-8.44000e-09
5	0.006	-1.36000e-08
5	0.008	-1.19600e-08
5	0.01	-1.50600e-08
5	0.014	-2.44000e-08
5	0.02	-4.58000e-08
6	0.0001	-1.01500e-09
6	0.0003	-1.71667e-09
6	0.001	-6.50000e-09
6	0.002	-1.00833e-08
6	0.003	-1.44667e-08
6	0.006	-2.43333e-08
6	0.008	-2.95000e-08
6	0.01	-3.43333e-08
6	0.014	-4.95000e-08
6	0.02	-7.25000e-08
